claim_id	passenger_id	flight_id	flight_number	claim_date	issue_type	bag_description	bag_weight_kg	declared_value_eur	status	resolution_days	compensation_paid_eur	handling_agent
CLM01366	PAX00008202	FL0001847	LH4864	2022-04-09	Delayed	Red duffel bag	23.2	1494.48	Resolved	39	0	Swissport
CLM01367	PAX00035541	FL0011683	LH4694	2024-08-07	Pilfered	Brown leather bag	20.2	138.34	Resolved		0	Fraport Ground Services
CLM01368	PAX00024782	FL0009359	LH1146	2024-03-15	Delayed	Blue Samsonite carry-on	21.1	2029.52	Pending	5	0	Swissport
CLM01369	PAX00009361	FL0009176	LH2228	2024-04-02	Lost	Brown leather bag	9.4	1057.79	Resolved	35	0	Swissport
CLM01370	PAX00034802	FL0002117	LH9565	2022-03-12	Delayed	Brown leather bag	16.8	2424.28	Resolved		0	Fraport Ground Services
CLM01371	PAX00015384	FL0010539	LH7468	2024-08-03	Lost	Brown leather bag	11.0	2005.32	Resolved	9	578.01	Lufthansa LEOS
CLM01372	PAX00014647	FL0003227	LH4050	2022-06-24	Lost	Brown leather bag	28.8	1048.03	Denied	40	1202.31	Swissport
CLM01373	PAX00003680	FL0005931	LH2809	2023-08-15	Delayed	Black Rimowa suitcase	31.1	1590.04	Resolved	28	0	Swissport
CLM01374	PAX00024366	FL0004272	LH7302	2023-03-04	Damaged	Black Rimowa suitcase	23.2	2350.31	Resolved	8	374.44	Lufthansa LEOS
CLM01375	PAX00008642	FL0010485	LH5323	2024-05-29	Delayed	Blue Samsonite carry-on	23.7	563.98	Pending	16	0	Swissport
CLM01376	PAX00038507	FL0004444	LH6456	2022-11-15	Delayed	Blue Samsonite carry-on	20.6	294.38	In Progress		0	Fraport Ground Services
CLM01377	PAX00021316	FL0011228	LH767	2024-04-21	Delayed	Red duffel bag	29.9	1838.15	Resolved	23	0	Swissport
CLM01378	PAX00039368	FL0011613	LH648	2024-08-20	Delayed	Grey Tumi backpack	17.6	1200.43	In Progress	39	0	Fraport Ground Services
CLM01379	PAX00017079	FL0010183	LH9472	2024-03-26	Delayed	Green hardcase	22.9	1611.95	Resolved		0	Lufthansa LEOS
CLM01380	PAX00029521	FL0002545	LH577	2022-08-23	Damaged	Grey Tumi backpack	8.4	2097.14	Resolved	36	734.24	Fraport Ground Services
CLM01381	PAX00014633	FL0004629	LH7980	2022-11-29	Delayed	Grey Tumi backpack	27.2	1896.95	In Progress	29	0	Lufthansa LEOS
CLM01382	PAX00029315	FL0002791	LH5164	2022-06-12	Pilfered	Blue Samsonite carry-on	10.3	884.91	Resolved	13	0	Lufthansa LEOS
CLM01383	PAX00011305	FL0003758	LH9092	2023-01-31	Delayed	Red duffel bag	8.1	1368.55	Pending		0	Swissport
CLM01384	PAX00021468	FL0005297	LH4684	2023-03-10	Lost	Red duffel bag	21.7	469.17	Resolved		0	Fraport Ground Services
CLM01385	PAX00008007	FL0001808	LH524	2022-03-13	Delayed	Green hardcase	16.4	1294.35	Resolved	42	0	Fraport Ground Services
CLM01386	PAX00028777	FL0011146	LH3288	2024-07-15	Delayed	Grey Tumi backpack	11.4	2288.42	Resolved	4	0	Fraport Ground Services
CLM01387	PAX00026605	FL0002916	LH819	2022-09-01	Delayed	Black Rimowa suitcase	30.2	1335.63	Resolved	8	0	Fraport Ground Services
CLM01388	PAX00022113	FL0012012	LH3035	05-11-2024	Delayed	Black Rimowa suitcase	15.5	1246.14	Resolved	4	0	Lufthansa LEOS
CLM01389	PAX00003038	FL0006012	LH7639	22-04-2023	Delayed	Blue Samsonite carry-on	22.4	1845.49	In Progress	38	0	Fraport Ground Services
CLM01390	PAX00033768	FL0006269	LH3420	2023-08-14	Delayed	Black Rimowa suitcase	30.3	667.62	Resolved	4	0	Lufthansa LEOS
CLM01391	PAX00026820	FL0008348	LH6565	2023-11-08	Delayed	Brown leather bag	8.3	1033.75	Pending	29		Fraport Ground Services
CLM01392	PAX00025621	FL0007094	LH9003	2023-07-28	Lost	Grey Tumi backpack	28.9	894.07	In Progress		316.74	Swissport
CLM01393	PAX00029572	FL0001134	LH1911	2021-12-23	Delayed	Blue Samsonite carry-on	8.9	1818.34	In Progress	9	0	Lufthansa LEOS
CLM01394	PAX00003681	FL0005931	LH2809	2023-07-17	Lost	Grey Tumi backpack	28.4	107.44	Pending		836.48	Swissport
CLM01395	PAX00030358	FL0010617	LH8632	2024-04-05	Lost	Brown leather bag	13.4	719.38	Denied	14	785.75	Lufthansa LEOS
CLM01396	PAX00002236	FL0009199	LH5844	2024-03-20	Damaged	Red duffel bag	28.4	2412.5	Pending	40	0	Swissport
CLM01397	PAX00013805	FL0010262	LH9114	2024-03-05	Damaged	Red duffel bag	26.1	1039.56	Resolved	15	1237.63	Lufthansa LEOS
CLM01398	PAX00030190	FL0007054	LH7732	2023-07-14	Delayed	Green hardcase	31.9	2374.9	Resolved	11	0	Fraport Ground Services
CLM01399	PAX00019659	FL0012037	LH4916	2024-12-19	Damaged	Black Rimowa suitcase	19.4	2212.7	In Progress	30	1049.07	Lufthansa LEOS
CLM01400	PAX00006601	FL0002067	LH6677	2022-04-27	Damaged	Blue Samsonite carry-on	26.9	632.81	Resolved	8	0	Lufthansa LEOS
CLM01401	PAX00039757	FL0012110	LH9509	2024-08-27	Delayed	Black Rimowa suitcase	8.5	2002.72	Resolved	7	0	Lufthansa LEOS
CLM01402	PAX00003599	FL0010467	LH6006	2024-07-01	Lost	Brown leather bag	19.6	1282.68	Resolved	27	0	Fraport Ground Services
CLM01403	PAX00035468	FL0003051	LH4578	2022-07-02	Damaged	Blue Samsonite carry-on	11.8	2006.59	Resolved		461.55	Lufthansa LEOS
CLM01404	PAX00011459	FL0005459	LH974	2023-07-10	Lost	Blue Samsonite carry-on	18.6	1125.81	In Progress	6	0	Lufthansa LEOS
CLM01405	PAX00030026	FL0000300	LH2005	2021-11-23	Delayed	Black Rimowa suitcase	13.6	782.96	Resolved	23	0	Swissport
CLM01406	PAX00023101	FL0007052	LH6790	2023-07-23	Delayed	Red duffel bag	29.4	1187.18	Pending	31	0	Fraport Ground Services
CLM01407	PAX00011814	FL0005135	LH9322	2023-02-28	Delayed	Green hardcase	31.1	936.13	Denied		0	Swissport
CLM01408	PAX00038252	FL0009286	LH1261	2023-12-17	Lost	Red duffel bag	15.4	1116.78	Resolved	41	0	Fraport Ground Services
CLM01409	PAX00001538	FL0006517	LH435	2023-04-17	Damaged	Brown leather bag	31.8	470.5	Resolved	39	1308.05	Fraport Ground Services
CLM01410	PAX00039633	FL0005228	LH3145	2023-01-15	Lost	Green hardcase	16.9	2383.91	Pending	15	274.89	Swissport
CLM01411	PAX00037352	FL0001354	LH8789	2022-02-02	Damaged	Grey Tumi backpack	24.2	702.02	Pending	42	0	Swissport
CLM01412	PAX00010894	FL0005306	LH5033	2023-02-16	Pilfered	Red duffel bag	19.9	1952.53	Denied	35	603.23	Swissport
CLM01413	PAX00038100	FL0002480	LH9475	2022-04-16	Pilfered	Green hardcase	27.2	217.48	Resolved		537.79	Fraport Ground Services
CLM01414	PAX00036823	FL0001205	LH2889	2022-03-11	Delayed	Red duffel bag	17.1	2166.86	In Progress	12	0	Swissport
CLM01415	PAX00021069	FL0007796	LH882	2023-12-25	Lost	Brown leather bag	27.3	1640.16	Pending	42	618.61	Lufthansa LEOS
CLM01416	PAX00018047	FL0010896	LH4329	2024-09-26	Delayed	Grey Tumi backpack	23.5	295.39	Resolved		0	Fraport Ground Services
CLM01417	PAX00017202	FL0009340	LH2134	2024-06-24	Delayed	Red duffel bag	19.3	945.24	Pending	42	0	Fraport Ground Services
CLM01418	PAX00029237	FL0001308	LH7011	23-03-2022	Pilfered	Grey Tumi backpack	19.1	201.95	Resolved		1239.03	Swissport
CLM01419	PAX00010878	FL0001835	LH9551	2022-07-15	Delayed	Grey Tumi backpack	20.2	208.3	In Progress	42	0	Swissport
CLM01420	PAX00035241	FL0003953	LH2017	2023-01-22	Damaged	Black Rimowa suitcase	29.2	EUR 321.83	Resolved	24	967.47	Fraport Ground Services
CLM01421	PAX00040769	FL0005241	LH2554	2023-03-16	Lost	Grey Tumi backpack	15.1	529.77	Resolved	8	409.29	Lufthansa LEOS
CLM01422	PAX00030359	FL0010617	LH8632	2024-03-27	Pilfered	Black Rimowa suitcase	8.5	2427.16	Pending	6	0	Fraport Ground Services
CLM01423	PAX00029422	FL0006400	LH5632	2023-08-10	Delayed	Brown leather bag	18.7	1167.97	Resolved	23		Swissport
CLM01424	PAX00021507	FL0003553	LH9173	2022-10-01	Lost	Red duffel bag	12.9	851.74	Denied	35	970.19	Lufthansa LEOS
CLM01425	PAX00033283	FL0007790	LH8367	2023-12-12	Delayed	Black Rimowa suitcase	12.5	1675.89	In Progress	20	0	Fraport Ground Services
CLM01426	PAX00016735	FL0000994	LH1286	2022-02-07	Delayed	Green hardcase	18.9	2069.52	Pending	18	0	Fraport Ground Services
CLM01427	PAX00038350	FL0002321	LH4812	2022-03-15	Lost	Grey Tumi backpack	11.8	1600.52	Pending	32	0	Fraport Ground Services
CLM01428	PAX00005295	FL0001959	LH9092	2022-04-22	Damaged	Blue Samsonite carry-on	8.6	2314.5	Denied	10	0	Fraport Ground Services
CLM01429	PAX00041391	FL0006805	LH7545	2023-07-18	Delayed	Brown leather bag	25.8	1825.23	Pending	12	0	Fraport Ground Services
CLM01430	PAX00030351	FL0002907	LH987	2022-10-09	Delayed	Black Rimowa suitcase	11.1	195.87	Pending	24	0	Lufthansa LEOS
CLM01431	PAX00025488	FL0008833	LH5767	2023-11-30	Delayed	Grey Tumi backpack	12.0	153.01	Resolved	14	0	Lufthansa LEOS
CLM01432	PAX00023349	FL0007305	LH725	23-11-2023	Damaged	Black Rimowa suitcase	16.8	939.23	Denied	18	0	Fraport Ground Services
CLM01433	PAX00034753	FL0003750	LH5769	2022-09-09	Damaged	Blue Samsonite carry-on	20.6	213.24	Pending	6	1458.19	Lufthansa LEOS
CLM01434	PAX00012510	FL0003304	LH5879	2022-10-13	Delayed	Green hardcase	8.4	1597.29	In Progress	30	0	Lufthansa LEOS
CLM01435	PAX00034528	FL0009088	LH4148	2023-12-07	Delayed	Brown leather bag	32.0	770.96	Resolved		0	Lufthansa LEOS
CLM01436	PAX00031842	FL0009832	LH5871	2024-06-02	Damaged	Red duffel bag	25.0	1597.59	Resolved		0	Swissport
CLM01437	PAX00014493	FL0009907	LH4745	2024-06-28	Damaged	Brown leather bag	31.7	503.39	Resolved	12	915.85	Swissport
CLM01438	PAX00021649	FL0010019	LH7409	2024-02-01	Delayed	Blue Samsonite carry-on	21.3	2081.3	In Progress		0	Fraport Ground Services
CLM01439	PAX00038495	FL0004905	LH9060	2023-05-12	Lost	Blue Samsonite carry-on	13.3	398.27	Resolved	43	0	Fraport Ground Services
CLM01440	PAX00025864	FL0005443	LH5874	2023-04-16	Lost	Blue Samsonite carry-on	20.4	187.56	Resolved		279.07	Fraport Ground Services
CLM01441	PAX00029533	FL0006150	LH1293	2023-04-10	Delayed	Brown leather bag	9.5	332.14	Pending	8	0	Lufthansa LEOS
CLM01442	PAX00036212	FL0004258	LH4369	2023-02-22	Delayed	Grey Tumi backpack	13.9	1531.02	Resolved	22	0	Swissport
CLM01443	PAX00005229	FL0011753	LH3693	2024-09-19	Damaged	Black Rimowa suitcase	28.8	1933.79	Resolved	18	613.31	Lufthansa LEOS
CLM01444	PAX00013614	FL0001276	LH3342	2022-05-09	Damaged	Grey Tumi backpack	11.7	1262.17	In Progress		331.1	Lufthansa LEOS
CLM01445	PAX00038236	FL0005042	LH6439	2023-02-04	Delayed	Green hardcase	19.0	1824.63	In Progress	22	0	Swissport
CLM01446	PAX00014270	FL0003371	LH1824	2022-10-09	Damaged	Grey Tumi backpack	8.1	2113.7	Resolved	2	795.23	Fraport Ground Services
CLM01447	PAX00015921	FL0007900	LH2168	2023-09-04	Damaged	Grey Tumi backpack	10.9	1351.49	Resolved	31	886.15	Swissport
CLM01448	PAX00006404	FL0005797	LH3638	2023-07-17	Lost	Brown leather bag	14.2	224.17	Denied	38	1360.09	Lufthansa LEOS
CLM01449	PAX00025401	FL0003237	LH737	2022-10-01	Delayed	Black Rimowa suitcase	12.2	2478.11	In Progress		0	Fraport Ground Services
CLM01450	PAX00038010	FL0004724	LH702	2023-02-15	Delayed	Green hardcase	10.6	1930.3	Pending		0	Lufthansa LEOS
CLM01451	PAX00009903	FL0007610	LH2014	2023-08-25	Delayed	Grey Tumi backpack	8.0	2167.88	Resolved	2	0	Lufthansa LEOS
CLM01452	PAX00032678	FL0008910	LH1179	2023-12-27	Delayed	Black Rimowa suitcase	13.0	2093.69	Resolved	25	0	Lufthansa LEOS
CLM01453	PAX00002732	FL0001593	LH5248	2022-04-26	Pilfered	Brown leather bag	22.6	2086.71	Resolved	38	0	Swissport
CLM01454	PAX00030195	FL0011272	LH1193	2024-07-25	Delayed	Grey Tumi backpack	14.7	2282.68	Pending	13	0	Lufthansa LEOS
CLM01455	PAX00019737	FL0000346	LH6256	2021-11-08	Lost	Green hardcase	14.9	2203.38	Pending		0	Lufthansa LEOS
CLM01456	PAX00020222	FL0010498	LH2245	2024-08-19	Pilfered	Green hardcase	32.0	EUR 1916.81	In Progress	23	0	Swissport
CLM01457	PAX00036834	FL0008397	LH2478	2023-10-30	Lost	Black Rimowa suitcase	23.2	302.7	Resolved	10	940.05	Lufthansa LEOS
CLM01458	PAX00012898	FL0009068	LH3283	2024-04-29	Damaged	Blue Samsonite carry-on	28.3	885.34	Pending	9	0	Fraport Ground Services
CLM01459	PAX00029385	FL0011751	LH7552	2024-06-07	Delayed	Blue Samsonite carry-on	31.7	2235.0	In Progress	43	0	Fraport Ground Services
CLM01460	PAX00019538	FL0000969	LH5699	2022-03-01	Pilfered	Blue Samsonite carry-on	25.5	1582.87	Pending	27	0	Fraport Ground Services
CLM01461	PAX00026807	FL0001345	LH6279	2021-12-21	Delayed	Green hardcase	10.7	1905.69	Resolved	36	0	Swissport
CLM01462	PAX00025254	FL0004195	LH7903	2023-01-23	Damaged	Brown leather bag	11.1	2112.92	Resolved		0	Fraport Ground Services
CLM01463	PAX00015947	FL0011261	LH8261	12-06-2024	Lost	Red duffel bag	18.1	1048.64	In Progress	5	0	Fraport Ground Services
CLM01464	PAX00033941	FL0008334	LH7548	2024-03-10	Delayed	Green hardcase	19.3	941.54	Resolved	28	0	Fraport Ground Services
CLM01465	PAX00007235	FL0001441	LH6873	2022-01-10	Lost	Blue Samsonite carry-on	25.0	1301.18	In Progress		1155.1	Lufthansa LEOS
CLM01466	PAX00030690	FL0011508	LH9400	2024-05-16	Delayed	Grey Tumi backpack	31.0	1082.73	In Progress		0	Swissport
CLM01467	PAX00034719	FL0008738	LH1150	2024-02-11	Damaged	Black Rimowa suitcase	12.9	781.13	Pending	36	0	Fraport Ground Services
CLM01468	PAX00004936	FL0011225	LH4348	2024-09-12	Delayed	Green hardcase	18.3	439.32	In Progress	20	0	Lufthansa LEOS
CLM01469	PAX00016811	FL0006927	LH3288	2023-06-19	Delayed	Grey Tumi backpack	25.1	463.31	Resolved	17		Swissport
CLM01470	PAX00005101	FL0005372	LH4426	2023-01-13	Delayed	Black Rimowa suitcase	12.9	1326.09	Resolved		0	Fraport Ground Services
CLM01471	PAX00014535	FL0004494	LH1498	2023-02-26	Lost	Green hardcase	21.9	2311.63	In Progress	2	1064.65	Swissport
CLM01472	PAX00011669	FL0009580	LH5718	2024-03-04	Delayed	Red duffel bag	11.2	409.63	In Progress	2	0	Lufthansa LEOS
CLM01473	PAX00007886	FL0003535	LH1282	2023-01-14	Lost	Blue Samsonite carry-on	32.0	1897.58	In Progress		0	Lufthansa LEOS
CLM01474	PAX00002576	FL0000430	LH4122	2021-11-02	Pilfered	Blue Samsonite carry-on	9.6	1477.26	Resolved	43	961.13	Fraport Ground Services
CLM01475	PAX00006744	FL0007849	LH5496	02-02-2024	Delayed	Red duffel bag	21.9	1886.95	Pending		0	Lufthansa LEOS
CLM01476	PAX00043639	FL0002341	LH6535	2022-04-02	Lost	Red duffel bag	15.2	1043.21	Resolved		0	Lufthansa LEOS
CLM01477	PAX00042594	FL0009275	LH1647	2024-05-23	Delayed	Black Rimowa suitcase	27.5	430.86	Resolved		0	Swissport
CLM01478	PAX00028249	FL0002681	LH6149	2022-08-18	Delayed	Blue Samsonite carry-on	18.7	1808.69	Resolved	7	0	Lufthansa LEOS
CLM01479	PAX00038422	FL0008624	LH1523	2024-04-07	Delayed	Blue Samsonite carry-on	13.7	952.57	Resolved	30	0	Swissport
CLM01480	PAX00025529	FL0006447	LH3542	2023-08-15	Delayed	Blue Samsonite carry-on	29.8	2410.29	Resolved	4	0	Swissport
CLM01481	PAX00005464	FL0002203	LH7411	2022-05-03	Lost	Grey Tumi backpack	30.1	1917.77	Resolved	14	0	Fraport Ground Services
CLM01482	PAX00006491	FL0002143	LH7411	2022-04-17	Delayed	Red duffel bag	25.7	1638.63	Resolved	1	0	Lufthansa LEOS
CLM01483	PAX00039865	FL0000157	LH4897	2021-10-25	Delayed	Blue Samsonite carry-on	12.0	732.1	Resolved	36	0	Swissport
CLM01484	PAX00005913	FL0003723	LH5463	2022-10-29	Delayed	Blue Samsonite carry-on	22.8	1363.18	Resolved	5	0	Swissport
CLM01485	PAX00041491	FL0006848	LH1415	2023-09-20	Delayed	Blue Samsonite carry-on	8.2	1545.12	Resolved	35	0	Lufthansa LEOS
CLM01486	PAX00029313	FL0002791	LH5164	2022-07-12	Damaged	Grey Tumi backpack	16.7	1498.06	In Progress	8	0	Fraport Ground Services
CLM01487	PAX00014561	FL0005278	LH337	2023-05-24	Delayed	Brown leather bag	17.8	537.24	Resolved	23	0	Lufthansa LEOS
CLM01488	PAX00035916	FL0002077	LH2926	2022-04-13	Delayed	Red duffel bag	27.8	1111.97	Resolved		0	Fraport Ground Services
CLM01489	PAX00034096	FL0002349	LH577	2022-07-11	Delayed	Brown leather bag	17.1	1304.77	Pending		0	Fraport Ground Services
CLM01490	PAX00029656	FL0008564	LH7710	2024-01-03	Lost	Grey Tumi backpack	12.4	803.17	Resolved		898.95	Lufthansa LEOS
CLM01491	PAX00043794	FL0000292	LH9753	2021-11-16	Lost	Blue Samsonite carry-on	26.5	2074.49	Denied	1	783.87	Fraport Ground Services
CLM01492	PAX00019049	FL0005452	LH9135	07-02-2023	Delayed	Blue Samsonite carry-on	19.8	1263.54	Resolved	44	0	Fraport Ground Services
CLM01493	PAX00028910	FL0006575	LH130	2023-09-19	Delayed	Brown leather bag	9.8	552.01	Pending	11	0	Swissport
CLM01494	PAX00001775	FL0003037	LH6058	2022-08-18	Delayed	Blue Samsonite carry-on	9.1	2057.42	In Progress	6	0	Swissport
CLM01495	PAX00041102	FL0007504	LH6075	2023-06-26	Lost	Black Rimowa suitcase	24.7	228.97	Resolved	39	0	Lufthansa LEOS
CLM01496	PAX00026304	FL0002747	LH8867	2022-08-13	Lost	Green hardcase	24.5	921.79	Resolved	27	0	Fraport Ground Services
CLM01497	PAX00031107	FL0009116	LH6285	2024-01-16	Pilfered	Green hardcase	30.8	488.97	In Progress		744.32	Swissport
CLM01498	PAX00026760	FL0000116	LH6156	2021-08-16	Delayed	Red duffel bag	25.3	2264.98	Resolved	41	0	Lufthansa LEOS
CLM01499	PAX00030450	FL0002018	LH9962	2022-07-16	Delayed	Green hardcase	10.2	1532.66	Resolved	12	0	Swissport
CLM01500	PAX00017562	FL0008298	LH6587	2024-02-09	Delayed	Black Rimowa suitcase	12.4	1342.65	Pending	24	0	Fraport Ground Services
CLM01501	PAX00010233	FL0008202	LH6891	2024-01-01	Delayed	Grey Tumi backpack	12.4	1134.05	Pending	39	0	Swissport
CLM01502	PAX00027409	FL0004149	LH5572	2022-12-17	Lost	Grey Tumi backpack	17.1	2213.3	Denied	1	1116.84	Fraport Ground Services
CLM01503	PAX00040939	FL0011377	LH416	2024-08-30	Delayed	Green hardcase	16.4	2062.1	Resolved	9	0	Fraport Ground Services
CLM01504	PAX00019067	FL0009129	LH3697	2024-01-22	Delayed	Grey Tumi backpack	30.5	1267.33	Resolved	38	0	Swissport
CLM01505	PAX00033009	FL0007924	LH3792	2023-11-06	Damaged	Blue Samsonite carry-on	10.2	2419.42	In Progress		0	Fraport Ground Services
CLM01506	PAX00011739	FL0007765	LH4581	2023-09-26	Delayed	Black Rimowa suitcase	10.1	408.21	Resolved	23	0	Fraport Ground Services
CLM01507	PAX00029340	FL0006112	LH3851	2023-06-15	Delayed	Green hardcase	26.8	435.27	Denied	40	0	Fraport Ground Services
CLM01508	PAX00033720	FL0004570	LH5322	2023-02-17	Delayed	Green hardcase	30.5	1937.58	Resolved	4	0	Lufthansa LEOS
CLM01509	PAX00038291	FL0004288	LH1652	2022-10-27	Pilfered	Brown leather bag	12.9	516.13	Resolved	22	0	Swissport
CLM01510	PAX00012756	FL0000801	LH7553	2021-12-10	Pilfered	Black Rimowa suitcase	21.4	1397.96	Resolved		0	Fraport Ground Services
CLM01511	PAX00017931	FL0001826	LH1712	2022-03-31	Delayed	Red duffel bag	26.6	755.41	Resolved	42	0	Lufthansa LEOS
CLM01512	PAX00004845	FL0004811	LH1459	2023-03-04	Lost	Green hardcase	18.3	395.73	In Progress	9		Fraport Ground Services
CLM01513	PAX00019664	FL0008715	LH6222	2024-04-29	Damaged	Black Rimowa suitcase	19.8	1704.77	Resolved		505.26	Swissport
CLM01514	PAX00006211	FL0004982	LH1637	2023-04-29	Delayed	Green hardcase	15.6	1102.38	Pending	44	0	Swissport
CLM01515	PAX00021350	FL0008838	LH1151	2024-03-03	Delayed	Red duffel bag	29.3	1078.38	Pending	33	0	Fraport Ground Services
CLM01516	PAX00031435	FL0006054	LH5392	2023-03-26	Damaged	Grey Tumi backpack	29.5	823.27	Resolved	39	1171.91	Swissport
CLM01517	PAX00005974	FL0004357	LH9537	2023-01-10	Delayed	Grey Tumi backpack	8.6	2261.04	Resolved	42	0	Fraport Ground Services
CLM01518	PAX00002581	FL0006978	LH4097	2023-05-14	Lost	Grey Tumi backpack	27.6	242.44	Resolved		0	Lufthansa LEOS
CLM01519	PAX00015607	FL0001935	LH1933	2022-07-26	Lost	Red duffel bag	12.5	EUR 1419.1	In Progress	24	0	Lufthansa LEOS
CLM01520	PAX00043741	FL0006916	LH4218	2023-09-06	Delayed	Red duffel bag	10.6	1180.69	In Progress	38	0	Swissport
CLM01521	PAX00040070	FL0000117	LH6973	2022-01-21	Delayed	Grey Tumi backpack	29.4	EUR 1061.53	In Progress	40	0	Fraport Ground Services
CLM01522	PAX00001030	FL0001961	LH1335	2022-06-28	Damaged	Green hardcase	18.2	607.32	Resolved		708.61	Fraport Ground Services
CLM01523	PAX00025632	FL0010591	LH5746	03-06-2024	Delayed	Red duffel bag	11.8	1280.79	Resolved	32	0	Swissport
CLM01524	PAX00017424	FL0006733	LH265	2023-08-17	Damaged	Green hardcase	26.8	361.89	In Progress	10	0	Fraport Ground Services
CLM01525	PAX00042172	FL0010271	LH6702	2024-04-15	Damaged	Grey Tumi backpack	22.3	EUR 2154.79	In Progress	24	0	Lufthansa LEOS
CLM01526	PAX00021127	FL0000761	LH2851	2021-12-26	Pilfered	Green hardcase	13.0	340.84	Resolved	19	0	Lufthansa LEOS
CLM01527	PAX00018180	FL0010566	LH920	2024-05-02	Delayed	Brown leather bag	30.4	EUR 586.63	Resolved	41	0	Lufthansa LEOS
CLM01528	PAX00012714	FL0007244	LH7235	05-10-2023	Delayed	Brown leather bag	15.0	1450.14	In Progress	22	0	Fraport Ground Services
CLM01529	PAX00035945	FL0008509	LH6938	2023-11-09	Delayed	Blue Samsonite carry-on	20.4	1548.3	Pending	11	0	Fraport Ground Services
CLM01530	PAX00013675	FL0006566	LH5169	2023-07-08	Delayed	Brown leather bag	30.8	1616.37	Resolved	7	0	Fraport Ground Services
CLM01531	PAX00034377	FL0011861	LH5453	2024-08-23	Lost	Green hardcase	31.7	2023.85	Resolved	15	0	Fraport Ground Services
CLM01532	PAX00018657	FL0011528	LH281	2024-07-08	Delayed	Red duffel bag	29.7	1480.89	Resolved		0	Fraport Ground Services
CLM01533	PAX00001802	FL0002980	LH8477	2022-11-11	Delayed	Blue Samsonite carry-on	30.5	2387.37	Resolved		0	Lufthansa LEOS
CLM01534	PAX00008536	FL0008226	LH9832	2024-01-15	Lost	Red duffel bag	20.4	735.38	Resolved	2	0	Lufthansa LEOS
CLM01535	PAX00011601	FL0010761	LH5759	2024-07-13	Lost	Brown leather bag	14.5	2366.74	Resolved	28	413.27	Swissport
CLM01536	PAX00002234	FL0009820	LH3738	2024-03-18	Pilfered	Brown leather bag	8.9	1738.46	Resolved	1	741.23	Fraport Ground Services
CLM01537	PAX00008100	FL0006187	LH8436	2023-08-25	Delayed	Grey Tumi backpack	16.2	2463.06	Pending	9	0	Fraport Ground Services
CLM01538	PAX00004658	FL0008259	LH2723	2024-01-21	Delayed	Green hardcase	23.3	1003.83	Pending	28	0	Swissport
CLM01539	PAX00015510	FL0000865	LH4879	2022-03-02	Delayed	Green hardcase	31.7	1591.24	Resolved	35	0	Lufthansa LEOS
CLM01540	PAX00021019	FL0002438	LH793	2022-05-03	Lost	Grey Tumi backpack	27.9	655.95	Pending	18		Swissport
CLM01541	PAX00031116	FL0009498	LH2590	2024-03-06	Delayed	Black Rimowa suitcase	16.7	1995.56	Resolved	20	0	Swissport
CLM01542	PAX00033643	FL0007533	LH9016	2023-10-18	Delayed	Green hardcase	27.7	1166.32	In Progress	44	0	Fraport Ground Services
CLM01543	PAX00025384	FL0003081	LH1930	2022-08-06	Lost	Blue Samsonite carry-on	27.5	2220.13	In Progress	13	1026.96	Fraport Ground Services
CLM01544	PAX00011448	FL0010682	LH9477	2024-05-24	Delayed	Brown leather bag	26.1	505.47	Resolved	25	0	Lufthansa LEOS
CLM01545	PAX00023068	FL0010082	LH5331	2024-06-30	Damaged	Green hardcase	24.9	1219.43	Pending	36	1007.36	Lufthansa LEOS
CLM01546	PAX00003563	FL0003403	LH1945	2022-09-01	Delayed	Blue Samsonite carry-on	16.5	1772.05	Resolved	3	0	Swissport
CLM01547	PAX00027040	FL0009049	LH4765	12-01-2024	Delayed	Black Rimowa suitcase	8.6	2059.59	Pending	36	0	Lufthansa LEOS
CLM01548	PAX00001629	FL0007290	LH2606	2023-07-17	Delayed	Green hardcase	30.5	927.67	Resolved	26	0	Swissport
CLM01549	PAX00004105	FL0002696	LH6717	2022-07-10	Damaged	Blue Samsonite carry-on	12.0	610.15	Pending	22	334.58	Lufthansa LEOS
CLM01550	PAX00036575	FL0002425	LH6567	2022-03-30	Lost	Grey Tumi backpack	8.0	949.82	Resolved	31	0	Swissport
CLM01551	PAX00034059	FL0000277	LH2792	2021-11-11	Delayed	Blue Samsonite carry-on	9.2	448.79	Pending	1	0	Fraport Ground Services
CLM01552	PAX00012043	FL0005794	LH8436	04-04-2023	Delayed	Black Rimowa suitcase	8.3	1226.34	Resolved	41	0	Fraport Ground Services
CLM01553	PAX00030005	FL0008471	LH2629	2024-01-30	Delayed	Green hardcase	16.3	1300.26	Resolved	21	0	Fraport Ground Services
CLM01554	PAX00038233	FL0009805	LH8400	2024-04-21	Lost	Blue Samsonite carry-on	19.9	1069.67	Resolved	16	0	Fraport Ground Services
CLM01555	PAX00040377	FL0004010	LH484	2022-11-20	Delayed	Blue Samsonite carry-on	9.2	1465.11	Denied	6	0	Fraport Ground Services
CLM01556	PAX00003148	FL0005430	LH9081	2023-06-07	Delayed	Green hardcase	22.9	1038.17	Resolved	24	0	Swissport
CLM01557	PAX00003106	FL0002580	LH3683	2022-04-06	Delayed	Red duffel bag	13.0	869.45	In Progress	22	0	Fraport Ground Services
CLM01558	PAX00018417	FL0002343	LH7747	2022-05-20	Delayed	Green hardcase	23.8	1591.29	Resolved	21	0	Fraport Ground Services
