flight_id,flight_number,aircraft_registration,aircraft_type,flight_type,origin,destination,destination_city,destination_country,region,route_category,date,scheduled_time,actual_time,delay_minutes,delay_reason,status,terminal,gate,passengers,load_factor_pct,cargo_kg,distance_km,flight_duration_min,fuel_consumption_kg,flight_revenue_eur
FL0009419,LH7214,D-AIEA,Airbus A321neo,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2024-06-04,09:55,09:55,0,,On Time,Terminal 1C,C1,185,95.0,2647.0,1450,95,3001,61018.04
FL0009420,LH5093,D-AICC,Airbus A320-200,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2024-06-04,12:35,12:35,0,,On Time,Terminal 1C,B26,145,86.8,253.0,1090,71,2271,28501.3
FL0009421,LH977,D-AIEA,Airbus A321neo,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,04/06/2024,19:35,19:35,0,,Early,Terminal 1A,A28,165,84.8,,600,54,1786 kg,
FL0009422,LH9151,D-AIBB,Airbus A319-100,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2024-06-04,19:20,19:40,20,Weather conditions,Delayed,Terminal 1C,B8,103,75.2,,305,16,864,8934.18
FL0009423,LH4686,D-AIBA,Airbus A319-100,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2024-06-04,15:10,15:10,0,,On Time,Terminal 1B,A5,99,71.9,624.0,680,59,1475,22114.54
FL0009424,LH6601,D-AIBB,Airbus A319-100,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2024-06-04,07:00,07:00,0,,On Time,Terminal 1B,B19,130,94.7,2805.0,1860,128,5454,25845.65
FL0009425,LH4926,D-AINA,Airbus A320neo,Arrival,ATH,FRA,Athens,Greece,Europe,Medium-haul,2024-06-04,09:20,09:20,,,On Time,Terminal 1C,B4,138,77.1,4478.0,1810,142,5034,42327.65
FL0009426,LH1558,D-AIDB,Airbus A321-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2024-06-04,14:45,14:45,0,,On Time,Terminal 1B,A12,170,89.7,603.0,300,18,841,32975.78
FL0009427,LH7477,D-AINB,Airbus A320neo,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2024-06-04,19:30,19:30,0,,On Time,Terminal 1A,B2,167,93.3,1392.0,225,26,578,37938.2
FL0009428,LH1531,D-AIKC,Airbus A330-300,Departure,FRA,YYZ,Toronto,Canada,North America,Long-haul,2024-06-04,09:50,09:10,20,Bird strike,Delayed,Terminal 1A,A18,191,81.4,21340.0,6350,455,16709,169658.45
FL0009429,LH497,D-AIKB,Airbus A330-300,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2024-06-04,10:55,10:55,0,,On Time,Terminal 1C,A27,201,85.9,9994.0,5850,416,21470,212961.91
FL0009430,LH7499,D-AIKB,Airbus A330-300,Arrival,DXB,FRA,Dubai,UAE,Middle East,Long-haul,2024-06-04,20:15,20:15,0,,On Time,Terminal 1A,C2,201,85.6,6199.0,4830,344,15584,167214.95
FL0009431,LH9338,D-AICB,Airbus A320-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2024-06-05,08:35,08:35,0,,Early,Terminal 1C,B12,154,91.8,4440.0,450,26,1304,22446.6
FL0009432,LH3751,D-AIBB,Airbus A319-100,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-05,18:40,18:45,5,De-icing,Delayed,Terminal 1C,A29,100,72.7,1645.0,450,23,1270,18713.94
FL0009433,LH8949,D-AICA,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2024-06-05,19:15,19:35,20,Technical issue,Delayed,Terminal 1B,B15,115,68.9,1969.0,650,40,1483,12472.19
FL0009434,LH6631,D-AICB,Airbus A320-200,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2024-06-05,12:25,12:25,0,,On Time,Terminal 1C,C16,154,91.9,3798.0,365,38,960,17698.74
FL0009435,LH1454,D-AIEA,Airbus A321neo,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2024-06-05,16:55,16:55,0,,On Time,Terminal 1B,B12,147,75.6,288.0,960,66,2477,33268.15
FL0009436,LH488,D-AINB,Airbus A320neo,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2024-06-05,13:30,13:30,0,,On Time,Terminal 1B,C3,165,91.8,4642.0,515,28,1369,29686.15
FL0009437,LH7853,D-AINB,Airbus A320neo,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2024-06-05,09:05,09:05,0,,On Time,Terminal 1A,C1,147,81.7,4484.0,1090,71,3274,34381.87
FL0009438,LH9647,D-AICC,Airbus A320-200,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2024-06-05,15:55,15:55,0,,Early,Terminal 1C,B5,150,89.4,527.0,680,65,1432,28163.2
FL0009439,LH7306,D-AICB,Airbus A320-200,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2024-06-05,13:50,13:50,0,,On Time,Terminal 1C,A30,124,73.8,4428.0,890,82,2710,26988.43
FL0009440,LH3379,D-AIDB,Airbus A321-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2024-06-05,07:15,07:15,0,,Early,Terminal 1B,B3,163,86.3,2467.0,300,29,616,33564.84
FL0009441,LH9256,D-AIHC,Airbus A340-600,Arrival,YYZ,FRA,Toronto,Canada,North America,Long-haul,2024-06-05,09:10,09:10,0,,On Time,Terminal 1C,C11,256,86.5,2402.0,6350,475,27489,257584.59
FL0009442,LH9724,D-AIXA,Airbus A350-900,Departure,FRA,BKK,Bangkok,Thailand,Asia,Long-haul,2024-06-05,10:50,10:00,10,Fuel issue,Delayed,Terminal 1B,B18,200,73.6,21277.0,8950,643,26996,206707.86
FL0009443,LH5329,D-AIDB,Airbus A321-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2024-06-06,08:35,08:40,5,Security check,Delayed,Terminal 1B,B5,181,95.4,2045.0,450,35,1199,43489.32
FL0009444,LH5226,D-AICB,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-06,18:20,20:20,120,Runway maintenance,Delayed,Terminal 1C,C5,120,71.9,4468.0,450,37,1056,20485.82
FL0009445,LH7663,D-AINA,Airbus A320neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2024-06-06,09:35,09:35,,,On Time,Terminal 1A,B21,168,93.4,994.0,650,59,1662,32377.61
FL0009446,LH4990,D-AINA,Airbus A320neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2024-06-06,07:20,07:20,0,,On Time,Terminal 1C,C1,162,90.4,2465.0,365,34,747,35913.74
FL0009447,LH4427,D-AIEB,Airbus A321neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2024-06-06,06:40,06:40,0,,On Time,Terminal 1C,C9,169,87.1,,600,51,1528,23381.14
FL0009448,LH5537,D-AINB,Airbus A320neo,Arrival,ZRH,FRA,Zurich,Switzerland,Europe,Short-haul,2024-06-06,08:15,08:30,15,Connecting passengers,Delayed,Terminal 1B,C7,146,81.3,3696.0,305,33,911,33221.28
FL0009449,LH2179,D-AICA,Airbus A320-200,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2024-06-06,22:10,22:10,0,,On Time,Terminal 1B,B27,116,69.2,4695.0,320,34,724,22350.78
FL0009450,LH2696,D-AIEA,Airbus A321neo,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2024-06-06,07:25,07:40,15,Passenger boarding,Delayed,Terminal 1B,C30,165,85.1,3373.0,890,72,1812,14297.88
FL0009451,LH9423,D-AIBB,Airbus A319-100,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2024-06-06,13:10,13:30,20,Connecting passengers,Delayed,Terminal 1B,C27,114,82.7,255.0,1860,152,5700,18327.48
FL0009452,LH4415,D-AIDB,Airbus A321-200,Departure,FRA,ATH,Athens,Greece,Europe,Medium-haul,2024-06-06,13:00,13:00,0,,On Time,Terminal 1B,B20,129,68.1,3051.0,1810,143,3920,43765.05
FL0009453,LH574,D-AIEA,Airbus A321neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2024-06-06,17:00,17:30,30,Baggage loading,Delayed,Terminal 1B,C5,186,95.6,4516.0,300,18,783,19183.35
FL0009454,LH7448,D-AICC,Airbus A320-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2024-06-06,07:50,07:50,0,,On Time,Terminal 1C,A22,147 pax,87.9,2719.0,300,29,803,28012.73
FL0009455,LH3616,D-AICB,Airbus A320-200,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2024-06-06,08:20,08:20,0,,On Time,Terminal 1C,C12,154,92.2,3415.0,225,18,561,32944.81
FL0009456,LH9508,D-AIXD,Airbus A350-900,Departure,FRA,JFK,New York,United States,North America,Long-haul,2024-06-06,10:15,10:30,15,Passenger boarding,Delayed,Terminal 1A,B6,191,70.5,21860.0,6200,463,24690,107550.14
FL0009457,LH5798,D-AIHC,Airbus A340-600,Arrival,IAD,FRA,Washington,United States,North America,Long-haul,2024-06-06,20:30,20:40,10,Bird strike,Delayed,Terminal 1C,B29,231,77.9,17888.0,6350,456,18765,213256.78
FL0009458,LH6608,D-AIHB,Airbus A340-600,Departure,FRA,YYZ,Toronto,Canada,North America,Long-haul,2024-06-06,09:00,09:00,0,,On Time,Terminal 1A,B25,230,77.5,17260.0,6350,456,18217,188509.9
FL0009459,LH6597,D-ABYA,Boeing 747-8,Departure,FRA,BKK,Bangkok,Thailand,Asia,Long-haul,2024-06-06,14:25,14:25,0,,Early,Terminal 1C,A1,263,72.4,19040.0,8950,657,34535,154438.59
FL0009460,LH5284,D-AIEB,Airbus A321neo,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-07,15:55,15:55,0,,On Time,Terminal 1C,A28,165,84.7,4282.0,450,41,1177,26921.09
FL0009461,LH4214,D-AIEA,Airbus A321neo,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2024-06-07,10:30,10:00,30 min,Crew availability,Delayed,Terminal 1B,A26,146,75.0,782.0,650,38,1569,11916.39
FL0009462,LH2934,D-AIDA,Airbus A321-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2024-06-07,17:55,17:00,5,Connecting passengers,Delayed,Terminal 1B,B9,159,84.1,2331.0,515,56,1104,15861.57
FL0009463,LH3819,D-AINA,Airbus A320neo,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2024-06-07,18:05,18:05,0,,On Time,Terminal 1A,B12,153 pax,85.5,,1450,122,3120 kg,44535.33
FL0009464,LH1960,D-AIEB,Airbus A321neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2024-06-07,22:10,22:10,0,,On Time,Terminal 1A,C26,138,70.9,1255.0,600,51,1200,13108.79
FL0009465,LH662,D-AINA,Airbus A320neo,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2024-06-07,18:35,18:20,45,Security check,Delayed,Terminal 1C,A20,145,81.0,1053.0,305,39,761,17209.16
FL0009466,LH9248,D-AIBA,Airbus A319-100,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2024-06-07,13:20,13:20,0,,On Time,Terminal 1C,B24,111,80.8,2799.0,320,18,756,21373.0
FL0009467,LH6578,D-AIDB,Airbus A321-200,Departure,FRA,WAW,Warsaw,Poland,Europe,Short-haul,2024-06-07,08:15,08:15,0,,On Time,Terminal 1A,A18,156,82.5,1831.0,890,81,1900,13810.26
FL0009468,LH6385,D-AIEB,Airbus A321neo,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2024-06-07,15:50,15:50,0,,On Time,Terminal 1A,C25,161,82.8,4516.0,1860,128,5829,39490.43
FL0009469,LH8481,D-AIBB,Airbus A319-100,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2024-06-07,08:00,08:00,0,,Early,Terminal 1B,C19,99,71.9,3498.0,300,17,907,9940.18
FL0009470,LH6484,D-AIDB,Airbus A321-200,Arrival,DUS,FRA,Dusseldorf,Germany,Europe,Short-haul,2024-06-07,14:00,14:00,0,,On Time,Terminal 1C,B14,170,89.5,2925.0,225,14,548 kg,41623.66
FL0009471,LH7638,D-AIXC,Airbus A350-900,Arrival,JFK,FRA,New York,United States,North America,Long-haul,2024-06-07,14:20,14:20,0,,Early,Terminal 1B,B11,260 pax,95.9,20708.0,6200,446,27282,114833.26
FL0009472,LH2421,D-AIHA,Airbus A340-600,Departure,FRA,IAD,Washington,United States,North America,Long-haul,2024-06-07,20:05,20:05,0,,Early,Terminal 1B,C18,226,76.1,4555.0,6350,468,20243,211615.53
FL0009473,LH4907,D-AIHC,Airbus A340-600,Arrival,SIN,FRA,Singapore,Singapore,Asia,Long-haul,2024-06-07,14:15,14:15,0,,On Time,Terminal 1C,A9,240,80.9,7070.0,10300,738,41944,277384.28
FL0009474,LH7466,D-AIHB,Airbus A340-600,Arrival,DXB,FRA,Dubai,UAE,Middle East,Long-haul,2024-06-07,22:10,22:15,5,Connecting passengers,Delayed,Terminal 1A,A25,269,90.9,5890.0,4830,358,16231,240127.97
FL0009475,LH1879,D-AIDB,Airbus A321-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-08,18:05,18:05,0,,On Time,Terminal 1B,B20,152,80.1,1039.0,450,32,1036,17176.38
FL0009476,LH2771,D-AINB,Airbus A320neo,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2024-06-08,22:55,22:55,0,,On Time,Terminal 1A,C25,142,79.1,818.0,650,63,1480,20086.18
FL0009477,LH491,D-AICC,Airbus A320-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2024-06-08,08:10,08:10,0,,Early,Terminal 1A,C3,125,74.9,3458.0,650,44,1876,
FL0009478,LH4914,D-AIEB,Airbus A321neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2024-06-08,19:00,19:15,15,Airport congestion,Delayed,Terminal 1A,C12,162,83.2,3642.0,365,16,1096,38748.07
FL0009479,LH120,D-AINA,Airbus A320neo,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2024-06-08,07:30,07:45,15,Passenger boarding,Delayed,Terminal 1C,C21,159,88.7,3962.0,960,85,2898,36013.12
FL0009480,LH7333,D-AICB,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,08/06/2024,15:10,15:10,0,,On Time,Terminal 1A,B3,121,72.1,3131.0,515,50,1099,28185.78
FL0009481,LH8000,D-AIEB,Airbus A321neo,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,08/06/2024,22:15,22:45,30,Strike action,Delayed,Terminal 1A,B3,144,74.1,2012.0,1450,109,3402 kg,
FL0009482,LH9629,D-AIEA,Airbus A321neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2024-06-08,17:00,17:00,,,Early,Terminal 1C,A28,171,87.8,2532.0,600,40,1818,33848.69
FL0009483,LH718,D-AIDB,Airbus A321-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2024-06-08,11:15,11:25,10,De-icing,Delayed,Terminal 1A,A3,176,92.8,785.0,305,41,664,42366.58
FL0009484,LH7280,D-AINA,Airbus A320neo,Arrival,IST,FRA,Istanbul,Turkey,Europe,Medium-haul,2024-06-08,06:30,06:30,0,,On Time,Terminal 1C,C14,138,76.7,506.0,1860,133,4827,41115.79
FL0009485,LH5114,D-AIEA,Airbus A321neo,Departure,FRA,ARN,Stockholm,Sweden,Europe,Medium-haul,2024-06-08,07:35,07:35,0,,On Time,Terminal 1B,B28,162,83.6,3297.0,1240,92,3100,22859.51
FL0009486,LH865,D-AINB,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2024-06-08,06:45,06:45,0,,On Time,Terminal 1B,C20,168,93.7,3677.0,300,32,824,31612.71
FL0009487,LH687,D-AIBA,Airbus A319-100,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2024-06-08,06:50,06:50,0,,Early,Terminal 1B,B9,117,85.1,857.0,225,8,482,24820.7
FL0009488,LH6908,D-ABYA,Boeing 747-8,Arrival,BKK,FRA,Bangkok,Thailand,Asia,Long-haul,2024-06-08,10:20,10:20,0,,On Time,Terminal 1A,C16,299,82.3,18618.0,8950,659,37317,143236.64
FL0009489,LH3217,D-AIBA,Airbus A319-100,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-09,16:55,16:55,0,,On Time,Terminal 1C,B3,110,80.3,774.0,450,22,1205,10889.62
FL0009490,LH7983,D-AINA,Airbus A320neo,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2024-06-09,17:50,17:20,30,Late incoming aircraft,Delayed,Terminal 1A,A29,170,94.8,4339.0,650,59,1548,21027.08
FL0009491,LH7456,D-AIEB,Airbus A321neo,Arrival,AMS,FRA,Amsterdam,Netherlands,Europe,Short-haul,2024-06-09,06:30,06:30,0,,On Time,Terminal 1B,C18,183,94.3,3958.0,365,40,1008,17135.82
FL0009492,LH5758,D-AIBB,Airbus A319-100,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2024-06-09,10:05,10:05,0,,On Time,Terminal 1B,A25,129,94.1,3676.0,960,74,2223,21130.81
FL0009493,LH6664,D-AIDA,Airbus A321-200,Departure,FRA,MXP,Milan,Italy,Europe,Short-haul,2024-06-09,10:40,10:40,0,,On Time,Terminal 1B,A29,145,76.4,,515,46,1266 kg,35948.24
FL0009494,LH1870,D-AICA,Airbus A320-200,Arrival,VIE,FRA,Vienna,Austria,Europe,Short-haul,2024-06-09,12:55,12:55,0,,Early,Terminal 1A,C10,139,82.8,660.0,600,44,1430,20133.66
FL0009495,LH7402,D-AICC,Airbus A320-200,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,09/06/2024,11:35,11:35,0,,On Time,Terminal 1B,B21,128,76.4,3100.0,305,36,651,11508.19
FL0009496,LH275,D-AIEA,Airbus A321neo,Arrival,BRU,FRA,Brussels,Belgium,Europe,Short-haul,2024-06-09,17:20,17:20,0,,Early,Terminal 1B,C8,138,70.8,4896.0,320,15,764,18583.07
FL0009497,LH3078,D-AINA,Airbus A320neo,Arrival,LIS,FRA,Lisbon,Portugal,Europe,Medium-haul,2024-06-09,06:20,06:20,0,,On Time,Terminal 1C,A18,157,87.5,1420.0,1880,145,4614,40317.2
FL0009498,LH2590,D-AIBA,Airbus A319-100,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2024-06-09,22:45,22:45,0,,On Time,Terminal 1B,B11,101,73.8,574.0,300,13,925,18803.39
FL0009499,LH5554,D-AICC,Airbus A320-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2024-06-09,21:40,21:55,15,Weather conditions,Delayed,Terminal 1A,B17,142,84.7,2071.0,300,32,912,14177.55
FL0009500,LH3440,D-AIXD,Airbus A350-900,Departure,FRA,JFK,New York,United States,North America,Long-haul,2024-06-09,20:45,20:45,0,,On Time,Terminal 1A,C11,189,69.8,1476.0,6200,450,22669,174423.39
FL0009501,LH3637,D-AIXB,Airbus A350-900,Arrival,NRT,FRA,Tokyo,Japan,Asia,Long-haul,2024-06-09,14:30,14:00,30,Air traffic control,Delayed,Terminal 1A,A29,186,68.6,13891.0,9350,677,32482,223010.14
FL0009502,LH2164,D-AIKB,Airbus A330-300,Arrival,DEL,FRA,Delhi,India,Asia,Long-haul,2024-06-09,08:45,08:00,15,Security check,Delayed,Terminal 1B,A4,188,80.1,11516.0,5850,432,25971,207112.54
FL0009503,LH5058,D-AIXD,Airbus A350-900,Arrival,PVG,FRA,Shanghai,China,Asia,Long-haul,2024-06-09,10:00,10:00,0,,Early,Terminal 1A,B4,207,76.2,19780.0,8950,645,24786,237344.65
FL0009504,LH284,D-AIHB,Airbus A340-600,Departure,FRA,BKK,Bangkok,Thailand,Asia,Long-haul,2024-06-09,09:20,09:05,45,Strike action,Delayed,Terminal 1C,C1,274,92.5,8434.0,8950,660,29561,167945.76
FL0009505,LH3417,D-AIBB,Airbus A319-100,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-10,07:35,07:45,10,Strike action,Delayed,Terminal 1B,B11,112,81.5,1190.0,450,47,1352,15111.11
FL0009506,LH3390,D-AIDA,Airbus A321-200,Departure,FRA,LHR,London,United Kingdom,Europe,Short-haul,2024-06-10,21:50,21:50,0,,Early,Terminal 1A,B29,180,95.0,1894.0,650,37,1412,20686.18
FL0009507,LH2991,D-AINB,Airbus A320neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2024-06-10,15:00,15:00,0,,Early,Terminal 1B,C6,171,95.5,3188.0,365,19,836,36360.15
FL0009508,LH6488,D-AINB,Airbus A320neo,Departure,FRA,FCO,Rome,Italy,Europe,Short-haul,2024-06-10,08:10,08:10,0,,On Time,Terminal 1C,A18,170,94.6,2664.0,960,76,2691,18527.65
FL0009509,LH6809,D-AICA,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2024-06-10,09:30,09:30,0,,On Time,Terminal 1C,B19,123,73.6,2909.0,515,51,1312,11819.32
FL0009510,LH2392,D-AINB,Airbus A320neo,Arrival,MAD,FRA,Madrid,Spain,Europe,Medium-haul,2024-06-10,14:00,14:05,5,Technical issue,Delayed,Terminal 1A,A10,133,74.2,1202.0,1450,102,3527,30668.64
FL0009511,LH5056,D-AICA,Airbus A320-200,Arrival,BCN,FRA,Barcelona,Spain,Europe,Medium-haul,2024-06-10,13:15,13:15,0,,Early,Terminal 1A,A24,114,68.3,1175.0,1090,69,3112 kg,19383.16
FL0009512,LH9336,D-AINA,Airbus A320neo,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2024-06-10,10:50,10:10,20,Air traffic control,Delayed,Terminal 1A,A18,152,84.8,4443.0,600,44,1313,30306.05
FL0009513,LH8299,D-AIEB,Airbus A321neo,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2024-06-10,06:35,06:35,0,,Early,Terminal 1B,B5,150,77.1,1602.0,305,12,900,20713.15
FL0009514,LH1561,D-AIBA,Airbus A319-100,Arrival,WAW,FRA,Warsaw,Poland,Europe,Short-haul,2024-06-10,08:10,08:10,0,,On Time,Terminal 1A,B22,106,77.1,1723.0,890,68,2352 kg,23817.56
FL0009515,LH8483,D-AIBA,Airbus A319-100,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2024-06-10,18:30,18:35,5,Runway maintenance,Delayed,Terminal 1B,C19,126,91.7,2873.0,300,30,674,19082.07
FL0009516,LH8803,D-AICB,Airbus A320-200,Arrival,MUC,FRA,Munich,Germany,Europe,Short-haul,2024-06-10,17:15,18:15,60,Airport congestion,Delayed,Terminal 1A,B8,137,81.9,710.0,300,32,936,22171.62
FL0009517,LH5674,D-AIKC,Airbus A330-300,Departure,FRA,JFK,New York,United States,North America,Long-haul,2024-06-10,09:10,09:10,0,,Early,Terminal 1B,C27,202,86.3,1239.0,6200,441,19949,184159.39
FL0009518,LH7949,D-AIHA,Airbus A340-600,Departure,FRA,ORD,Chicago,United States,North America,Long-haul,2024-06-10,08:50,08:50,0,,On Time,Terminal 1C,B10,247,83.2,3918.0,6970,523,30486,147482.32
FL0009519,LH8839,D-ABYB,Boeing 747-8,Departure,FRA,YYZ,Toronto,Canada,North America,Long-haul,2024-06-10,10:25,10:25,0,,On Time,Terminal 1B,C20,268,73.8,18785.0,6350,471,19230,192894.12
FL0009520,LH9368,D-AIHA,Airbus A340-600,Departure,FRA,DEL,Delhi,India,Asia,Long-haul,2024-06-10,21:50,21:00,10,Connecting passengers,Delayed,Terminal 1C,C11,211,71.3,1888.0,5850,431,23410,170734.31
FL0009521,LH5162,D-AIXC,Airbus A350-900,Arrival,PVG,FRA,Shanghai,China,Asia,Long-haul,2024-06-10,08:25,08:25,0,,Early,Terminal 1B,C3,242,89.0,1491.0,8950,661,31830,149406.65
FL0009522,LH5816,D-AICB,Airbus A320-200,Departure,FRA,CDG,Paris,France,Europe,Short-haul,2024-06-11,09:45,09:45,0,,Early,Terminal 1A,B15,123,73.3,2043.0,450,32,1362,12832.33
FL0009523,LH3410,D-AICB,Airbus A320-200,Arrival,CDG,FRA,Paris,France,Europe,Short-haul,2024-06-11,11:25,11:25,0,,On Time,Terminal 1C,B5,127,76.1,2892.0,450,36,971,28168.11
FL0009524,LH9827,D-AIDB,Airbus A321-200,Arrival,LHR,FRA,London,United Kingdom,Europe,Short-haul,2024-06-11,13:25,13:25,0,,Early,Terminal 1C,C19,155,81.6,3067.0,650,54,1381,37693.43
FL0009525,LH6886,D-AINB,Airbus A320neo,Departure,FRA,AMS,Amsterdam,Netherlands,Europe,Short-haul,2024-06-11,06:25,06:25,0,,Early,Terminal 1A,C4,153,85.4,4835.0,365,31,960,15419.56
FL0009526,LH641,D-AIDA,Airbus A321-200,Arrival,FCO,FRA,Rome,Italy,Europe,Short-haul,2024-06-11,07:35,07:35,0,,On Time,Terminal 1A,C18,161,85.2,635.0,960,67,2725,36749.03
FL0009527,LH6790,D-AICB,Airbus A320-200,Arrival,MXP,FRA,Milan,Italy,Europe,Short-haul,2024-06-11,10:15,10:45,30,Crew availability,Delayed,Terminal 1C,C11,134,80.3,490.0,515,27,1264,22933.96
FL0009528,LH3538,D-AINB,Airbus A320neo,Departure,FRA,MAD,Madrid,Spain,Europe,Medium-haul,2024-06-11,13:05,13:05,0,,On Time,Terminal 1B,C11,159,88.8,975.0,1450,109,4009,34690.42
FL0009529,LH7712,D-AIDA,Airbus A321-200,Departure,FRA,VIE,Vienna,Austria,Europe,Short-haul,2024-06-11,13:05,13:10,5,De-icing,Delayed,Terminal 1A,C10,177,93.6,1821.0,600,55,1912,29862.48
FL0009530,LH3751,D-AIBB,Airbus A319-100,Departure,FRA,ZRH,Zurich,Switzerland,Europe,Short-haul,2024-06-11,07:40,07:40,0,,Early,Terminal 1A,A21,121,88.0,656.0,305,32,783,11605.91
FL0009531,LH7459,D-AIBA,Airbus A319-100,Departure,FRA,BRU,Brussels,Belgium,Europe,Short-haul,2024-06-11,09:40,09:40,0,,Early,Terminal 1C,B27,126,91.9,3674.0,320,37,984,14715.43
FL0009532,LH6790,D-AICA,Airbus A320-200,Departure,FRA,CPH,Copenhagen,Denmark,Europe,Short-haul,2024-06-11,14:20,14:20,0,,On Time,Terminal 1C,C3,147,87.7,4632.0,680,60,1470,19920.44
FL0009533,LH1611,D-AINB,Airbus A320neo,Departure,FRA,IST,Istanbul,Turkey,Europe,Medium-haul,2024-06-11,17:55,17:55,0,,On Time,Terminal 1C,B28,141 pax,78.4,2177.0,1860,132,4544,40382.51
FL0009534,LH9509,D-AICB,Airbus A320-200,Arrival,ARN,FRA,Stockholm,Sweden,Europe,Medium-haul,2024-06-11,10:15,10:45,30,Connecting passengers,Delayed,Terminal 1B,A2,126,75.6,4959.0,1240,84,3896,22486.43
FL0009535,LH9183,D-AINA,Airbus A320neo,Departure,FRA,MUC,Munich,Germany,Europe,Short-haul,2024-06-11,20:10,20:10,0,,Early,Terminal 1C,B23,161,89.6,1940.0,300,17,707,22596.44
FL0009536,LH8349,D-AICA,Airbus A320-200,Departure,FRA,DUS,Dusseldorf,Germany,Europe,Short-haul,2024-06-11,06:45,06:45,0,,On Time,Terminal 1B,C20,115,68.7,852.0,225,14,586,17497.45
FL0009537,LH1355,D-ABYD,Boeing 747-8,Departure,FRA,IAD,Washington,United States,North America,Long-haul,11/06/2024,09:55,09:55,,,On Time,Terminal 1C,C3,278,76.4,1050.0,6350,459,16509,214546.68
