incident_id,flight_id,flight_number,aircraft_registration,date,route,route_category,delay_minutes,delay_reason,severity,compensation_eligible,passengers_affected,rebooking_required,hotel_provided,meal_voucher_provided,estimated_cost_eur,reported_by,resolution_time_min
INC002231,FL0009194,LH4325,D-AIEA,2024-05-19,FRA-LHR,Short-haul,20,Strike action,Minor,No,181,No,No,No,3334.24,Operations Center,56
INC002232,FL0009211,LH604,D-AICB,2024-05-20,MUC-FRA,Short-haul,30,Connecting passengers,Moderate,No,143,No,No,No,4033.58,ATC,48
INC002233,FL0009213,LH1191,D-AIXD,2024-05-20,ORD-FRA,Long-haul,10,Bird strike,Minor,No,235,No,No,No,672.18,Ground Handling,34
INC002234,FL0009215,LH686,D-AIKB,2024-05-20,YYZ-FRA,Long-haul,10,Airport congestion,Minor,No,220,No,No,No,633.07,Flight Crew,47
INC002235,FL0009220,LH764,D-AIDA,2024-05-21,FRA-FCO,Short-haul,15,Fuel issue,Minor,No,146,No,No,No,2017.09,Passenger Services,60
INC002236,FL0009223,LH3044,D-AICC,2024-05-21,BRU-FRA,Short-haul,5,Weather conditions,Minor,No,134,No,No,No,793.5,Flight Crew,17
INC002237,FL0009224,LH567,D-AICB,2024-05-21,FRA-WAW,Short-haul,30,Strike action,Moderate,No,116,No,No,No,5836.7,ATC,71
INC002238,FL0009225,LH1997,D-AINA,2024-05-21,FRA-ATH,Medium-haul,15,Bird strike,Minor,No,138,No,No,No,1188.87,Operations Center,46
INC002239,FL0009235,LH2938,D-AINA,2024-05-22,MXP-FRA,Short-haul,30,Baggage loading,Moderate,No,172,No,No,No,1770.97,Ground Handling,47
INC002240,FL0009236,LH560,D-AIBB,2024-05-22,BCN-FRA,Medium-haul,10,Strike action,Minor,No,109,No,No,No,1568.38,Operations Center,45
INC002241,FL0009245,LH6685,D-AIEB,2024-05-23,FRA-LHR,Short-haul,5,Technical issue,Minor,No,177,No,No,No,317.63,ATC,16
INC002242,FL0009246,LH9586,D-AINB,2024-05-23,AMS-FRA,Short-haul,10,Medical emergency,Minor,No,159,No,No,No,1046.11,Passenger Services,66
INC002243,FL0009247,LH1434,D-AIDB,2024-05-23,MXP-FRA,Short-haul,5,Bird strike,Minor,No,156,No,No,No,456.94,Flight Crew,18
INC002244,FL0009248,LH1232,D-AICC,2024-05-23,FRA-BCN,Medium-haul,10,Baggage loading,Minor,No,130,No,No,No,1881.4,ATC,39
INC002245,FL0009250,LH9423,D-AIEB,2024-05-23,FRA-BRU,Short-haul,30,Fuel issue,Moderate,No,176,No,No,No,1977.26,Passenger Services,68
INC002246,FL0009252,LH6842,D-AIEB,2024-05-23,ATH-FRA,Medium-haul,45,De-icing,Moderate,No,179,No,No,No,2545.59,Flight Crew,89
INC002247,FL0009258,LH4315,D-AIDA,24/05/2024,LHR-FRA,Short-haul,5,De-icing,Minor,No,175,No,No,No,468.97,ATC,31
INC002248,FL0009264,LH8747,D-AICA,2024-05-24,FRA-MUC,Short-haul,15,Bird strike,Minor,No,150,No,No,No,2674.14,Ground Handling,39
INC002249,FL0009267,LH4677,D-AIXB,2024-05-24,IAD-FRA,Long-haul,20,Late incoming aircraft,Minor,No,203,No,No,No,2812.47,ATC,59
INC002250,FL0009268,LH4224,D-ABYA,2024-05-24,YYZ-FRA,Long-haul,10,De-icing,Minor,No,279,No,No,No,1879.5,Ground Handling,67
INC002251,FL0009271,LH3839,D-AICA,2024-05-25,FRA-CDG,Short-haul,10,Air traffic control,Minor,No,129,No,No,No,1121.2,Ground Handling,21
INC002252,FL0009272,LH7238,D-AIEA,2024-05-25,LHR-FRA,Short-haul,30,Late incoming aircraft,Moderate,No,170,No,No,No,3889.73,Passenger Services,51
INC002253,FL0009274,LH1993,D-AIEA,25/05/2024,FRA-FCO,Short-haul,45,Bird strike,Moderate,No,149,No,No,No,6634.2,Ground Handling,76
INC002254,FL0009284,LH7716,D-AINA,26/05/2024,BCN-FRA,Medium-haul,15,Passenger boarding,Minor,No,139,No,No,No,2752.89,Flight Crew,75
INC002255,FL0009286,LH1261,D-AINA,2024-05-26,FRA-WAW,Short-haul,20,Crew availability,Minor,No,139,No,No,No,3871.65,ATC,62
INC002256,FL0009287,LH9568,D-AICA,2024-05-26,FRA-LIS,Medium-haul,5,Runway maintenance,Minor,No,153,No,No,No,698.19,Flight Crew,40
INC002257,FL0009288,LH1680,D-AIBB,2024-05-26,FRA-MUC,Short-haul,10,Technical issue,Minor,No,130,No,No,No,1198.71,Passenger Services,50
INC002258,FL0009291,LH5329,D-AIHB,2024-05-26,YYZ-FRA,Long-haul,5,Fuel issue,Minor,No,224,No,No,No,269.58,Operations Center,18
INC002259,FL0009292,LH8253,D-AIXC,2024-05-26,PVG-FRA,Long-haul,15,Baggage loading,Minor,No,197,No,No,No,2091.34,Passenger Services,25
INC002260,FL0009295,LH5331,D-AICB,2024-05-27,MXP-FRA,Short-haul,5,Weather conditions,Minor,No,156,No,No,No,776.57,Ground Handling,36
INC002261,FL0009302,LH5141,D-AINB,2024-05-27,FRA-DUS,Short-haul,15,Medical emergency,Minor,No,152,No,No,No,1276.48,Passenger Services,57
INC002262,FL0009303,LH815,D-AIHB,2024-05-27,DEL-FRA,Long-haul,10,Late incoming aircraft,Minor,No,245,No,No,No,1238.72,ATC,26
INC002263,FL0009304,LH8754,D-AIKA,2024-05-27,PVG-FRA,Long-haul,15,De-icing,Minor,No,186,No,No,No,2378.57,Ground Handling,30
INC002264,FL0009307,LH9239,D-AIDB,2024-05-28,LHR-FRA,Short-haul,10,Connecting passengers,Minor,No,130,No,No,No,866.26,Ground Handling,63
INC002265,FL0009308,LH3009,D-AIEB,2024-05-28,FRA-AMS,Short-haul,5,Connecting passengers,Minor,No,145,No,No,No,373.25,Ground Handling,43
INC002266,FL0009316,LH2107,D-AICB,2024-05-28,ARN-FRA,Medium-haul,5,Medical emergency,Minor,No,122,No,No,No,269.58,Passenger Services,64
INC002267,FL0009319,LH5559,D-AIXB,2024-05-28,FRA-JFK,Long-haul,10,Air traffic control,Minor,No,256,No,No,No,1048.87,Operations Center,29
INC002268,FL0009322,LH6119,D-AICC,2024-05-29,FRA-LHR,Short-haul,20,Fuel issue,Minor,No,150,No,No,No,2217.88,ATC,60
INC002269,FL0009329,LH5065,D-AICB,2024-05-29,FRA-IST,Medium-haul,5,Runway maintenance,Minor,No,116,No,No,No,627.57,Flight Crew,15
INC002270,FL0009332,LH2677,D-AIDB,2024-05-29,FRA-ARN,Medium-haul,20,Security check,Minor,No,131,No,No,No,1832.39,Flight Crew,32
INC002271,FL0009333,LH9530,D-AIEA,2024-05-29,FRA-MUC,Short-haul,90,Connecting passengers,Major,No,151,No,No,No,11460.59,Flight Crew,142
INC002272,FL0009336,LH285,D-AIXC,2024-05-29,FRA-ORD,Long-haul,10,Medical emergency,Minor,No,185,No,No,No,1543.21,Operations Center,38
INC002273,FL0009338,LH9542,D-ABYB,2024-05-29,FRA-BKK,Long-haul,10,Medical emergency,Minor,No,264,No,No,No,1092.9 EUR,Flight Crew,64
INC002274,FL0009347,LH4363,D-AIDB,2024-05-30,FRA-DUS,Short-haul,10,De-icing,Minor,No,146,No,No,No,1759.27,Passenger Services,70
INC002275,FL0009349,LH2785,D-AIKA,2024-05-30,FRA-PVG,Long-haul,15,Air traffic control,Minor,No,194,No,No,No,2372.53,Operations Center,49
INC002276,FL0009353,LH3686,D-AINA,2024-05-31,MAD-FRA,Medium-haul,10,Weather conditions,Minor,No,171,No,No,No,1409.55,ATC,26
INC002277,FL0009357,LH8912,D-AIDB,2024-05-31,FRA-CPH,Short-haul,5,De-icing,Minor,No,140,No,No,No,371.72,Passenger Services,51
INC002278,FL0009366,LH9189,D-AIEA,2024-06-01,LHR-FRA,Short-haul,5,Late incoming aircraft,Minor,No,148,No,No,No,736.63,Passenger Services,50
INC002279,FL0009370,LH5012,D-AINA,2024-06-01,MAD-FRA,Medium-haul,5,Baggage loading,Minor,No,125,No,No,No,873.21,Ground Handling,59
INC002280,FL0009376,LH940,D-AINB,2024-06-01,FRA-MUC,Short-haul,15,Airport congestion,Minor,No,131,No,No,No,2361.94,Passenger Services,49
INC002281,FL0009382,LH1397,D-AIKC,01/06/2024,FRA-SIN,Long-haul,45,Medical emergency,Moderate,No,165,No,No,No,4039.19,Flight Crew,59
INC002282,FL0009383,LH8769,D-ABYC,2024-06-01,GRU-FRA,Long-haul,10,Weather conditions,Minor,No,280,No,No,No,1777.86,ATC,32
INC002283,FL0009396,LH4063,D-ABYD,02/06/2024,FRA-JFK,Long-haul,10,Baggage loading,Minor,No,293,No,No,No,597.1,ATC,42
INC002284,FL0009408,LH4060,D-AIBB,2024-06-03,FRA-MUC,Short-haul,15,De-icing,Minor,No,99,No,No,No,2475.16,ATC,59
INC002285,FL0009413,LH7264,D-AIHA,2024-06-03,DEL-FRA,Long-haul,15,Runway maintenance,Minor,No,246,No,No,No,1175.05,Passenger Services,73
INC002286,FL0009418,LH9501,D-AINB,2024-06-04,AMS-FRA,Short-haul,30,Late incoming aircraft,Moderate,No,166,No,No,No,4876.89,Flight Crew,62
INC002287,FL0009422,LH9151,D-AIBB,2024-06-04,FRA-ZRH,Short-haul,20,Weather conditions,Minor,No,103,No,No,No,3913.19,Ground Handling,61
INC002288,FL0009428,LH1531,D-AIKC,2024-06-04,FRA-YYZ,Long-haul,20,Bird strike,Minor,No,191,No,No,No,2061.32,Flight Crew,69
INC002289,FL0009432,LH3751,D-AIBB,2024-06-05,CDG-FRA,Short-haul,5,De-icing,Minor,No,100,No,No,No,336.9,Flight Crew,37
INC002290,FL0009433,LH8949,D-AICA,2024-06-05,LHR-FRA,Short-haul,20,Technical issue,Minor,No,115,No,No,No,1428.22,ATC,70
INC002291,FL0009442,LH9724,D-AIXA,2024-06-05,FRA-BKK,Long-haul,10,Fuel issue,Minor,No,200,No,No,No,627.27,Operations Center,56
INC002292,FL0009443,LH5329,D-AIDB,2024-06-06,FRA-CDG,Short-haul,5,Security check,Minor,No,181,No,No,No,425.34,Flight Crew,51
INC002293,FL0009444,LH5226,D-AICB,2024-06-06,CDG-FRA,Short-haul,120,Runway maintenance,Severe,No,120,No,No,Yes,15030.97,Ground Handling,155
INC002294,FL0009448,LH5537,D-AINB,2024-06-06,ZRH-FRA,Short-haul,15,Connecting passengers,Minor,No,146,No,No,No,806.65,Flight Crew,42
INC002295,FL0009450,LH2696,D-AIEA,2024-06-06,FRA-WAW,Short-haul,15,Passenger boarding,Minor,No,165,No,No,No,2622.93,Passenger Services,29
INC002296,FL0009451,LH9423,D-AIBB,2024-06-06,FRA-IST,Medium-haul,20,Connecting passengers,Minor,No,114,No,No,No,2683.82,Passenger Services,34
INC002297,FL0009453,LH574,D-AIEA,2024-06-06,FRA-MUC,Short-haul,30,Baggage loading,Moderate,No,186,No,No,No,2680.57,Flight Crew,55
INC002298,FL0009456,LH9508,D-AIXD,2024-06-06,FRA-JFK,Long-haul,15,Passenger boarding,Minor,No,191,No,No,No,2012.4,Operations Center,50
INC002299,FL0009457,LH5798,D-AIHC,2024-06-06,IAD-FRA,Long-haul,10,Bird strike,Minor,No,231,No,No,No,752.65,Flight Crew,30
INC002300,FL0009461,LH4214,D-AIEA,2024-06-07,FRA-LHR,Short-haul,30,Crew availability,Moderate,No,146,No,No,No,2339.78,Ground Handling,79
INC002301,FL0009462,LH2934,D-AIDA,2024-06-07,MXP-FRA,Short-haul,5,Connecting passengers,Minor,No,159,No,No,No,736.37,Ground Handling,45
INC002302,FL0009465,LH662,D-AINA,2024-06-07,FRA-ZRH,Short-haul,45,Security check,Moderate,No,145,No,No,No,7595.03,ATC,94
INC002303,FL0009474,LH7466,D-AIHB,2024-06-07,DXB-FRA,Long-haul,5,Connecting passengers,Minor,No,269,No,No,No,392.37,Flight Crew,37
INC002304,FL0009478,LH4914,D-AIEB,2024-06-08,FRA-AMS,Short-haul,15,Airport congestion,Minor,No,162,No,No,No,1908.34,Flight Crew,25
INC002305,FL0009479,LH120,D-AINA,2024-06-08,FRA-FCO,Short-haul,15,Passenger boarding,Minor,No,159,No,No,No,1185.22,Ground Handling,48
INC002306,FL0009481,LH8000,D-AIEB,08/06/2024,MAD-FRA,Medium-haul,30,Strike action,Moderate,No,144,No,No,No,3024.03,Flight Crew,63
INC002307,FL0009483,LH718,D-AIDB,2024-06-08,FRA-ZRH,Short-haul,10,De-icing,Minor,No,176,No,No,No,1651.64,Flight Crew,49
INC002308,FL0009490,LH7983,D-AINA,2024-06-09,LHR-FRA,Short-haul,30,Late incoming aircraft,Moderate,No,170,No,No,No,3574.56,Passenger Services,68
INC002309,FL0009499,LH5554,D-AICC,2024-06-09,MUC-FRA,Short-haul,15,Weather conditions,Minor,No,142,No,No,No,1159.12,Flight Crew,43
INC002310,FL0009501,LH3637,D-AIXB,2024-06-09,NRT-FRA,Long-haul,30,Air traffic control,Moderate,No,186,No,No,No,1738.05,Flight Crew,74
INC002311,FL0009502,LH2164,D-AIKB,2024-06-09,DEL-FRA,Long-haul,15,Security check,Minor,No,188,No,No,No,1154.75,Passenger Services,25
INC002312,FL0009504,LH284,D-AIHB,2024-06-09,FRA-BKK,Long-haul,45,Strike action,Moderate,No,274,No,No,No,3734.62,Ground Handling,98
INC002313,FL0009505,LH3417,D-AIBB,2024-06-10,CDG-FRA,Short-haul,10,Strike action,Minor,No,112,No,No,No,1336.85,Operations Center,64
INC002314,FL0009510,LH2392,D-AINB,2024-06-10,MAD-FRA,Medium-haul,5,Technical issue,Minor,No,133,No,No,No,435.92,Operations Center,28
INC002315,FL0009512,LH9336,D-AINA,2024-06-10,FRA-VIE,Short-haul,20,Air traffic control,Minor,No,152,No,No,No,2868.97,Operations Center,72
INC002316,FL0009515,LH8483,D-AIBA,2024-06-10,FRA-MUC,Short-haul,5,Runway maintenance,Minor,No,126,No,No,No,873.37,Ground Handling,34
INC002317,FL0009516,LH8803,D-AICB,2024-06-10,MUC-FRA,Short-haul,60,Airport congestion,Major,No,137,No,No,No,8932.72,Flight Crew,102
INC002318,FL0009520,LH9368,D-AIHA,2024-06-10,FRA-DEL,Long-haul,10,Connecting passengers,Minor,No,211,No,No,No,1366.92,Passenger Services,27
INC002319,FL0009527,LH6790,D-AICB,2024-06-11,MXP-FRA,Short-haul,30,Crew availability,Moderate,No,134,No,No,No,2701.35,ATC,88
INC002320,FL0009529,LH7712,D-AIDA,2024-06-11,FRA-VIE,Short-haul,5,De-icing,Minor,No,177,No,No,No,290.09,Operations Center,34
INC002321,FL0009534,LH9509,D-AICB,2024-06-11,ARN-FRA,Medium-haul,30,Connecting passengers,Moderate,No,126,No,No,No,3508.35,Flight Crew,66
INC002322,FL0009538,LH6776,D-ABYC,2024-06-11,FRA-DXB,Long-haul,5,Late incoming aircraft,Minor,No,316,No,No,No,305.73,Ground Handling,61
INC002323,FL0009547,LH2494,D-AIEB,2024-06-12,FRA-IST,Medium-haul,30,Security check,Moderate,No,153,No,No,No,2422.55,Passenger Services,70
INC002324,FL0009554,LH2490,D-AIHB,2024-06-12,FRA-DXB,Long-haul,60,Technical issue,Major,No,284,No,No,No,8783.95,Passenger Services,70
INC002325,FL0009558,LH8117,D-AIDB,2024-06-13,AMS-FRA,Short-haul,20,Weather conditions,Minor,No,160,No,No,No,1802.63,Operations Center,59
INC002326,FL0009559,LH4537,D-AIBB,2024-06-13,FRA-FCO,Short-haul,10,Medical emergency,Minor,No,112,No,No,No,1856.3,Passenger Services,45
INC002327,FL0009561,LH2851,D-AIBB,2024-06-13,BCN-FRA,Medium-haul,30,Medical emergency,Moderate,No,120,No,No,No,2013.03,ATC,81
INC002328,FL0009569,LH9675,D-AICA,2024-06-14,FRA-LHR,Short-haul,20,Baggage loading,Minor,No,141,No,No,No,1093.73,Ground Handling,36
INC002329,FL0009573,LH5193,D-AINB,2024-06-14,ZRH-FRA,Short-haul,10,Runway maintenance,Minor,No,154,No,No,No,503.8,Flight Crew,67
INC002330,FL0009581,LH9910,D-AIEB,2024-06-15,CDG-FRA,Short-haul,5,Technical issue,Minor,No,143 passengers,No,No,No,712.54,Flight Crew,51
INC002331,FL0009589,LH2558,D-AIDB,2024-06-15,ATH-FRA,Medium-haul,10,Strike action,Minor,No,178,No,No,No,1551.77,Ground Handling,49
INC002332,FL0009593,LH7505,D-ABYD,2024-06-15,YYZ-FRA,Long-haul,5,De-icing,Minor,No,265,No,No,No,550.51,Ground Handling,17
INC002333,FL0009594,LH6772,D-AIHB,2024-06-15,NRT-FRA,Long-haul,20,Strike action,Minor,No,221,No,No,No,1406.5 EUR,Operations Center,50
INC002334,FL0009596,LH8716,D-AIXD,2024-06-15,FRA-JNB,Long-haul,5,Passenger boarding,Minor,No,235,No,No,No,883.39,Passenger Services,41
INC002335,FL0009602,LH6253,D-AIDB,16/06/2024,FRA-BCN,Medium-haul,20,Technical issue,Minor,No,148,No,No,No,2446.88,Flight Crew,73
INC002336,FL0009603,LH3737,D-AINA,2024-06-16,ZRH-FRA,Short-haul,60,Late incoming aircraft,Major,No,125,No,No,No,6619.72,Flight Crew,95
INC002337,FL0009605,LH5088,D-AIDB,2024-06-16,FRA-CPH,Short-haul,5,Strike action,Minor,No,173,No,No,No,371.13,Operations Center,48
INC002338,FL0009611,LH5652,D-AIEB,2024-06-17,FRA-AMS,Short-haul,15,De-icing,Minor,No,164,No,No,No,2156.89,Flight Crew,63
INC002339,FL0009615,LH3630,D-AIBB,2024-06-17,BRU-FRA,Short-haul,5,Medical emergency,Minor,No,97,No,No,No,633.21,Operations Center,19
INC002340,FL0009624,LH1850,D-AINA,2024-06-18,ZRH-FRA,Short-haul,45,Crew availability,Moderate,No,143,No,No,No,6437.01,ATC,102
INC002341,FL0009626,LH2809,D-AICB,2024-06-18,WAW-FRA,Short-haul,5,Medical emergency,Minor,No,116,No,No,No,453.58,Operations Center,63
INC002342,FL0009642,LH6209,D-AIDA,2024-06-19,FRA-ARN,Medium-haul,10,Late incoming aircraft,Minor,No,145,No,No,No,734.95,Ground Handling,56
INC002343,FL0009643,LH1777,D-AINA,2024-06-19,MUC-FRA,Short-haul,120,Crew availability,Severe,No,133,No,No,Yes,8951.39,Flight Crew,137
INC002344,FL0009644,LH2025,D-ABYB,2024-06-19,FRA-JFK,Long-haul,5,De-icing,Minor,No,315 passengers,No,No,No,978.29,Flight Crew,20
INC002345,FL0009652,LH6478,D-AICB,2024-06-20,FRA-MAD,Medium-haul,10,Air traffic control,Minor,No,142,No,No,No,1985.07,ATC,66
INC002346,FL0009660,LH5026,D-AIHC,2024-06-20,FRA-DEL,Long-haul,15,Fuel issue,Minor,No,275,No,No,No,879.32,Flight Crew,34
INC002347,FL0009665,LH4311,D-AICB,2024-06-21,FRA-MAD,Medium-haul,5,Bird strike,Minor,No,134,No,No,No,541.12,Passenger Services,60
INC002348,FL0009668,LH8116,D-AICB,2024-06-21,ZRH-FRA,Short-haul,5,Baggage loading,Minor,No,116,No,No,No,267.73,Flight Crew,49
INC002349,FL0009671,LH2157,D-AIEA,2024-06-21,ATH-FRA,Medium-haul,30,Weather conditions,Moderate,No,167,No,No,No,5200.69,ATC,61
INC002350,FL0009678,LH1741,D-ABYB,2024-06-21,FRA-PVG,Long-haul,10,De-icing,Minor,No,299,No,No,No,1583.87,Ground Handling,25
INC002351,FL0009688,LH4033,D-AIBB,2024-06-22,FRA-WAW,Short-haul,20,Connecting passengers,Minor,No,123,No,No,No,1746.25,ATC,39
INC002352,FL0009691,LH3403,D-AIBA,2024-06-22,ARN-FRA,Medium-haul,20,Security check,Minor,No,95 passengers,No,No,No,2074.7,Flight Crew,51
INC002353,FL0009696,LH5328,D-AICB,2024-06-23,AMS-FRA,Short-haul,120,Air traffic control,Severe,No,118,No,No,Yes,18565.25,Flight Crew,175
INC002354,FL0009697,LH6529,D-AIDB,2024-06-23,MXP-FRA,Short-haul,10,Strike action,Minor,No,168,No,No,No,1724.43,Passenger Services,67
INC002355,FL0009698,LH3143,D-AICA,2024-06-23,FRA-ZRH,Short-haul,30,Strike action,Moderate,No,143,No,No,No,4548.08 EUR,Operations Center,70
INC002356,FL0009702,LH4196,D-AICB,2024-06-23,MUC-FRA,Short-haul,10,Medical emergency,Minor,No,123,No,No,No,1461.32,ATC,32
INC002357,FL0009706,LH178,D-AIKC,2024-06-23,FRA-DEL,Long-haul,30,Passenger boarding,Moderate,No,191,No,No,No,4003.28,Flight Crew,77
INC002358,FL0009707,LH5309,D-AINB,2024-06-24,FRA-CDG,Short-haul,10,Late incoming aircraft,Minor,No,127,No,No,No,1851.39,Operations Center,27
INC002359,FL0009711,LH8023,D-AINA,2024-06-24,MAD-FRA,Medium-haul,20,Strike action,Minor,No,146,No,No,No,3075.73,Flight Crew,50
INC002360,FL0009715,LH2747,D-AIBA,2024-06-24,FRA-BRU,Short-haul,20,Air traffic control,Minor,No,107,No,No,No,3075.31,Operations Center,58
INC002361,FL0009720,LH8022,D-AIHB,2024-06-24,FRA-DEL,Long-haul,120,Strike action,Severe,No,238,No,No,Yes,17012.54,Flight Crew,141
INC002362,FL0009722,LH4077,D-AIBB,2024-06-25,CDG-FRA,Short-haul,5,De-icing,Minor,No,108,No,No,No,825.59,Flight Crew,34
INC002363,FL0009725,LH882,D-AICA,2024-06-25,FRA-FCO,Short-haul,60,Bird strike,Major,No,123,No,No,No,3631.37,Operations Center,72
INC002364,FL0009732,LH472,D-AIBA,2024-06-25,FRA-MUC,Short-haul,5,Crew availability,Minor,No,131,No,No,No,529.25 EUR,ATC,52
INC002365,FL0009736,LH8636,D-AIHB,2024-06-25,FRA-YYZ,Long-haul,20,Airport congestion,Minor,No,213,No,No,No,1333.94,Operations Center,61
INC002366,FL0009738,LH2681,D-AIXD,2024-06-25,FRA-DXB,Long-haul,15,Air traffic control,Minor,No,240,No,No,No,1428.23,Passenger Services,61
INC002367,FL0009739,LH9427,D-AIBA,2024-06-26,FRA-CDG,Short-haul,45,Medical emergency,Moderate,No,113,No,No,No,7077.31,Passenger Services,84
INC002368,FL0009742,LH3302,D-AIEB,2024-06-26,AMS-FRA,Short-haul,5,Airport congestion,Minor,No,146,No,No,No,985.79,Passenger Services,65
INC002369,FL0009749,LH913,D-AICC,2024-06-26,FRA-DUS,Short-haul,10,Airport congestion,Minor,No,136,No,No,No,963.08,Passenger Services,22
INC002370,FL0009752,LH5918,D-AIHA,2024-06-26,NRT-FRA,Long-haul,20,Air traffic control,Minor,No,250,No,No,No,3145.6,Flight Crew,56
INC002371,FL0009756,LH5048,D-AICA,2024-06-27,AMS-FRA,Short-haul,5,Crew availability,Minor,No,116,No,No,No,619.33,Operations Center,38
INC002372,FL0009757,LH1635,D-AICB,2024-06-27,FCO-FRA,Short-haul,20,Connecting passengers,Minor,No,133,No,No,No,2246.18,Flight Crew,55
INC002373,FL0009758,LH6658,D-AIDB,2024-06-27,MAD-FRA,Medium-haul,20,Late incoming aircraft,Minor,No,181,No,No,No,2538.19,ATC,69
INC002374,FL0009759,LH1767,D-AICA,2024-06-27,FRA-ZRH,Short-haul,10,Medical emergency,Minor,No,121,No,No,No,1554.21,Passenger Services,69
INC002375,FL0009760,LH3233,D-AICA,2024-06-27,FRA-LIS,Medium-haul,10,Strike action,Minor,No,154,No,No,No,1076.69,Flight Crew,38
INC002376,FL0009770,LH1134,D-AIEA,2024-06-28,FRA-CDG,Short-haul,60,Crew availability,Major,No,161,No,No,No,5455.82,Ground Handling,101
INC002377,FL0009781,LH7725,D-AICC,2024-06-28,MUC-FRA,Short-haul,5,Airport congestion,Minor,No,139,No,No,No,275.15,Ground Handling,31
INC002378,FL0009782,LH7343,D-AIXA,2024-06-28,FRA-JFK,Long-haul,5,Air traffic control,Minor,No,245,No,No,No,714.0,Operations Center,19
INC002379,FL0009792,LH9680,D-AIDB,2024-06-29,ZRH-FRA,Short-haul,30,Runway maintenance,Moderate,No,168,No,No,No,3056.77,Operations Center,75
INC002380,FL0009793,LH3367,D-AIEA,2024-06-29,FRA-BRU,Short-haul,5,De-icing,Minor,No,180,No,No,No,305.54,ATC,39
INC002381,FL0009795,LH5045,D-AINB,2024-06-29,IST-FRA,Medium-haul,5,Medical emergency,Minor,No,135,No,No,No,281.44,Ground Handling,34
INC002382,FL0009796,LH3345,D-AIBA,2024-06-29,FRA-MUC,Short-haul,5,Air traffic control,Minor,No,111,No,No,No,920.55,Operations Center,51
INC002383,FL0009800,LH596,D-AIHB,2024-06-29,IAD-FRA,Long-haul,5,Bird strike,Minor,No,251,No,No,No,342.75,ATC,36
INC002384,FL0009801,LH6098,D-AICA,2024-06-30,CDG-FRA,Short-haul,30,Medical emergency,Moderate,No,130,No,No,No,4693.63,Passenger Services,61
INC002385,FL0009803,LH1094,D-AIBA,2024-06-30,AMS-FRA,Short-haul,20,De-icing,Minor,No,96,No,No,No,3316.64,Flight Crew,59
INC002386,FL0009804,LH890,D-AINA,30/06/2024,FCO-FRA,Short-haul,10,Airport congestion,Minor,No,139,No,No,No,1774.64,Passenger Services,55
INC002387,FL0009807,LH525,D-AIBA,2024-06-30,VIE-FRA,Short-haul,10,Connecting passengers,Minor,No,97,No,No,No,682.46,Operations Center,28
INC002388,FL0009812,LH6212,D-AIDA,2024-06-30,FRA-DUS,Short-haul,5,Airport congestion,Minor,No,153,No,No,No,674.48,Flight Crew,25
INC002389,FL0009814,LH3714,D-ABYB,2024-06-30,ORD-FRA,Long-haul,60,Passenger boarding,Major,No,275,No,No,No,9797.33,Passenger Services,74
INC002390,FL0009815,LH2490,D-ABYD,2024-06-30,FRA-YYZ,Long-haul,30,Late incoming aircraft,Moderate,No,273,No,No,No,3611.99,Ground Handling,73
INC002391,FL0009824,LH9628,D-AIDA,2024-07-01,MXP-FRA,Short-haul,45,Baggage loading,Moderate,No,176,No,No,No,2770.42,ATC,93
INC002392,FL0009827,LH8850,D-AICC,2024-07-01,ZRH-FRA,Short-haul,10,Airport congestion,Minor,No,137,No,No,No,1136.55 EUR,Ground Handling,38
INC002393,FL0009828,LH8142,D-AICB,2024-07-01,IST-FRA,Medium-haul,15,Weather conditions,Minor,No,115,No,No,No,1218.24,Ground Handling,72
INC002394,FL0009836,LH1253,D-AIBA,2024-07-02,LHR-FRA,Short-haul,5,Connecting passengers,Minor,No,93,No,No,No,464.31,ATC,20
INC002395,FL0009841,LH4618,D-AICA,2024-07-02,MUC-FRA,Short-haul,10,Medical emergency,Minor,No,160,No,No,No,1681.43,Passenger Services,35
INC002396,FL0009842,LH6745,D-AINB,2024-07-02,DUS-FRA,Short-haul,30,Connecting passengers,Moderate,No,152,No,No,No,4148.96,Passenger Services,82
INC002397,FL0009843,LH9333,D-AIHA,2024-07-02,FRA-ORD,Long-haul,15,Fuel issue,Minor,No,209,No,No,No,2113.99,Operations Center,73
INC002398,FL0009849,LH8197,D-AIEA,2024-07-03,FRA-AMS,Short-haul,5,Fuel issue,Minor,No,180,No,No,No,555.39,Passenger Services,55
INC002399,FL0009850,LH5043,D-AIDB,2024-07-03,FCO-FRA,Short-haul,5,Crew availability,Minor,No,162,No,No,No,948.95,Flight Crew,18
INC002400,FL0009851,LH5828,D-AIDB,2024-07-03,MAD-FRA,Medium-haul,20,Passenger boarding,Minor,No,170 passengers,No,No,No,1931.24,Operations Center,68
INC002401,FL0009853,LH1144,D-AICC,2024-07-03,BRU-FRA,Short-haul,45,Connecting passengers,Moderate,No,159,No,No,No,5178.5,Flight Crew,88
INC002402,FL0009856,LH2066,D-AICB,2024-07-03,MUC-FRA,Short-haul,15,Late incoming aircraft,Minor,No,144,No,No,No,999.7,Passenger Services,27
INC002403,FL0009860,LH2472,D-AIHB,2024-07-03,FRA-SIN,Long-haul,20,Fuel issue,Minor,No,216,No,No,No,3952.07,Operations Center,57
