survey_id,passenger_id,flight_id,survey_date,travel_class,nationality,frequent_flyer_status,trip_purpose,overall_satisfaction,check_in_rating,security_rating,lounge_rating,boarding_rating,seat_comfort_rating,cabin_crew_rating,food_rating,entertainment_rating,wifi_rating,would_recommend,nps_score,comments
SUR003782,PAX00032948,FL0000024,2021-12-15,Business,Belgium,Frequent Traveller,Visiting Family,8,7,7,4.0,9,8,6,3,8,7,Yes,0.0,Excellent Lufthansa service as always
SUR003783,PAX00023707,FL0009149,2024-03-06,Premium Economy,United States,Senator,Other,10,8,9,,9,10,10,6,6,2,Yes,5.0,
SUR003784,PAX00028301,FL0000160,2022-01-22,Economy,South Africa,HON Circle,Leisure,3,2,2,,2,3,3,2,1,9,No,8.0,Long queues at security in Frankfurt
SUR003785,PAX00027737,FL0000733,2022-03-06,Business,Italy,None,Other,6,8,8,4.0,8,4,6,5,9,7,Maybe,1.0,Baggage took too long at arrival
SUR003786,PAX00000831,FL0004466,16/11/2022,Economy,Germany,None,Leisure,2,4,3,,4,2,1,9,10,1,No,7.0,
SUR003787,PAX00034841,FL0011569,2024-08-03,Premium Economy,UAE,None,Other,8,8,8,,10,9,9,7,8,6,Yes,0.0,Baggage took too long at arrival
SUR003788,PAX00022917,FL0009104,2024-03-05,Economy,United Kingdom,None,Business,7,6,6,,6,4,7,9,6,2,Yes,2.0,Baggage took too long at arrival
SUR003789,PAX00014368,FL0011052,2024-04-17,Economy,Poland,None,Other,7,8,5,,7,5,6,10,2,1,Yes,10.0,Business class seat was outstanding
SUR003790,PAX00038715,FL0009745,2024-02-19,Economy,Spain,Frequent Traveller,Business,2,4,2,,2,3,4,7,6,2,No,5.0,Long queues at security in Frankfurt
SUR003791,PAX00032222,FL0008945,2024-02-06,Economy,United States,None,Visiting Family,8,9,7,,7,9,6,8,4,1,Yes,5.0,Business class seat was outstanding
SUR003792,PAX00043637,FL0002341,05/07/2022,Economy,Italy,HON Circle,Other,9,9,8,,9,6,8,7,4,4,Yes,5.0,Flight was delayed but communication was good
SUR003793,PAX00028169,FL0006941,30/06/2023,Economy,United Kingdom,HON Circle,Other,6,4,5,,8,6,8,7,10,5,Maybe,2.0,Cabin crew was very professional
SUR003794,PAX00037214,FL0007085,2023-10-07,Economy,Japan,None,Business,10,10,10,,9,9,10,2,8,3,Yes,9.0,Food quality has improved
SUR003795,PAX00004676,FL0002702,2022-05-01,Premium Economy,United States,None,Business,2,3,1,,4,4,1,6,4,3,No,0.0,Wifi was too slow for work
SUR003796,PAX00001913,FL0003169,2022-07-15,Premium Economy,Thailand,Frequent Traveller,Visiting Family,9,8,8,,9,6,7,9,4,9,Yes,3.0,Clean and comfortable cabin
SUR003797,PAX00009833,FL0008404,2023-10-08,Economy,UAE,Frequent Traveller,Leisure,6,4,4,,7,4,6,4,1,6,Maybe,1.0,Wifi was too slow for work
SUR003798,PAX00022422,FL0008306,2023-11-26,Business,South Africa,Senator,Other,2,3,2,3.0,2,1,1,8,9,8,No,7.0,Excellent Lufthansa service as always
SUR003799,PAX00042819,FL0005777,2023-06-27,Economy,India,None,Leisure,2,4,1,,3,4,2,9,4,3,No,4.0,Wifi was too slow for work
SUR003800,PAX00001908,FL0006278,2023-08-16,Economy,France,Senator,Visiting Family,3,1,1,,2,4,5,1,3,1,No,9.0,Flight was delayed but communication was good
SUR003801,PAX00034936,FL0010237,2024-07-19,Economy,Austria,Senator,Business,6,5,8,,8,6,8,10,6,8,Maybe,8.0,Cabin crew was very professional
SUR003802,PAX00019118,FL0006344,2023-09-02,Premium Economy,Netherlands,None,Visiting Family,1,2,3,,2,1,3,4,6,8,No,4.0,Smooth connection at Frankfurt hub
SUR003803,PAX00032807,FL0001479,2022-04-30,Business,Greece,Senator,Other,4,3,2,7.0,3,4,5,7,3,9,No,1.0,Flight was delayed but communication was good
SUR003804,PAX00023527,FL0000479,2021-11-16,Economy,South Africa,None,Business,1,3,3,,3,2,3,3,9,3,No,3.0,Baggage took too long at arrival
SUR003805,PAX00005893,FL0003670,2022-10-25,Economy,Portugal,None,Other,1,1,2,,3,1,1,7,2,7,No,10.0,Smooth connection at Frankfurt hub
SUR003806,PAX00008708,FL0009287,2024-02-27,Business,Italy,None,Visiting Family,6,6,6,2.0,4,4,5,8,1,5,Maybe,8.0,Business class seat was outstanding
SUR003807,PAX00029817,FL0005131,2023-04-27,Economy,Italy,Senator,Leisure,5,3,6,,7,7,6,4,6,4,Maybe,9.0,Business class seat was outstanding
SUR003808,PAX00028471,FL0006288,10/08/2023,Economy,Germany,None,Leisure,5,7,3,,3,5,6,8,8,4,Maybe,10.0,Wifi was too slow for work
SUR003809,PAX00026807,FL0001345,2021-12-14,Economy,Netherlands,HON Circle,Other,9,8,10,,9,7,10,3,8,4,Yes,9.0,Clean and comfortable cabin
SUR003810,PAX00021119,FL0008423,2024-02-14,Economy,Turkey,None,Business,2,3,2,,4,3,4,9,6,6,No,3.0,
SUR003811,PAX00035498,FL0009588,2024-02-29,Business,Switzerland,HON Circle,Other,5,4,4,2.0,5,3,4,7,8,6,Maybe,1.0,
SUR003812,PAX00036103,FL0002486,2022-05-19,Economy,Spain,None,Visiting Family,7,8,5,,7,6,8,3,7,8,Yes,7.0,Wifi was too slow for work
SUR003813,PAX00034058,FL0000277,2021-10-29,Premium Economy,Singapore,HON Circle,Business,10,8,9,,8,9,9,7,3,5,Yes,10.0,Wifi was too slow for work
SUR003814,PAX00040676,FL0004136,2022-11-02,Premium Economy,Germany,HON Circle,Business,8,6,7,,6,8,8,2,1,4,Yes,9.0,Business class seat was outstanding
SUR003815,PAX00016001,FL0007546,2023-08-07,Economy,Switzerland,None,Other,8,8,10,,8,5,9,1,6,6,Yes,4.0,Wifi was too slow for work
SUR003816,PAX00026891,FL0007780,2023-09-17,Economy,India,Frequent Traveller,Visiting Family,7,6,5,,6,5,9,2,3,4,Yes,3.0,
SUR003817,PAX00031728,FL0004869,2023-04-01,Economy,Greece,Frequent Traveller,Business,8,10,6,,8,10,10,3,7,3,Yes,,Cabin crew was very professional
SUR003818,PAX00005503,FL0002601,2022-07-25,Economy,China,HON Circle,Other,7,8,6,,8,7,6,1,3,5,Yes,0.0,Baggage took too long at arrival
SUR003819,PAX00007774,FL0007681,2023-11-25,Economy,Canada,None,Business,4,2,5,,3,5,5,2,3,3,No,5.0,Long queues at security in Frankfurt
SUR003820,PAX00016286,FL0004908,2022-12-16,Business,Greece,None,Business,9,9,8,10.0,9,6,8,4,9,7,Yes,3.0,Wifi was too slow for work
SUR003821,PAX00015315,FL0005762,2023-04-25,Premium Economy,Italy,Senator,Visiting Family,5/10,6,3,,4,4,3,5,8,3,Maybe,5.0,Long queues at security in Frankfurt
SUR003822,PAX00035928,FL0011262,2024-09-03,Economy,Japan,None,Business,1,2,3,,1,3,2,8,9,10,No,,Cabin crew was very professional
SUR003823,PAX00028321,FL0001519,2022-01-25,Business,Portugal,Frequent Traveller,Visiting Family,3,4,3,8.0,5,2,2,8,3,8,No,3.0,
SUR003824,PAX00006969,FL0007762,21/10/2023,Business,United States,Frequent Traveller,Visiting Family,8/10,7,10,9.0,6,6,9,4,10,7,Yes,5.0,Flight was delayed but communication was good
SUR003825,PAX00012174,FL0000465,2022-01-22,Economy,Austria,None,Visiting Family,8,10,7,,9,5,10,2,5,4,Yes,10.0,Excellent Lufthansa service as always
SUR003826,PAX00019934,FL0011933,2024-12-02,Economy,United States,Senator,Business,9,10,10,,7,7,8,9,8,2,Yes,6.0,Business class seat was outstanding
SUR003827,PAX00004051,FL0004689,2023-02-21,Economy,Portugal,Senator,Business,1,1,3,,1,2,1,5,4,7,No,2.0,Flight was delayed but communication was good
SUR003828,PAX00031725,FL0011754,2024-10-16,Business,Portugal,Senator,Leisure,4,6,2,6.0,3,2,6,9,2,1,No,7.0,
SUR003829,PAX00024913,FL0009317,2024-04-19,Economy,Brazil,Frequent Traveller,Leisure,9,7,9,,10,9,9,5,3,10,Yes,5.0,
SUR003830,PAX00010135,FL0011159,30/06/2024,Economy,Spain,Frequent Traveller,Visiting Family,3,4,5,,2,2,1,4,5,8,No,0.0,
SUR003831,PAX00043291,FL0008233,2024-03-08,Economy,Greece,Frequent Traveller,Leisure,6,5,7,,5,4,7,3,3,1,Maybe,2.0,
SUR003832,PAX00009822,FL0011020,2024-06-16,Economy,India,Frequent Traveller,Visiting Family,10,8,10,,10,8,10,9,2,7,Yes,9.0,Business class seat was outstanding
SUR003833,PAX00010951,FL0011108,2024-08-14,Business,Austria,Senator,Visiting Family,1,2,3,7.0,2,2,1,6,3,10,No,0.0,Baggage took too long at arrival
SUR003834,PAX00027527,FL0001220,2022-01-05,Economy,Japan,None,Leisure,5,3,6,,7,7,4,4,8,5,Maybe,5.0,
SUR003835,PAX00025525,FL0009117,2024-05-12,Economy,Sweden,Frequent Traveller,Leisure,4,2,2,,2,4,4,1,2,4,No,,Excellent Lufthansa service as always
SUR003836,PAX00008362,FL0005399,2023-05-15,Economy,Greece,None,Visiting Family,3,5,2,,1,4,3,3,7,10,No,2.0,Cabin crew was very professional
SUR003837,PAX00010052,FL0008513,2024-03-02,Economy,China,HON Circle,Business,1,1,1,,1,1,3,6,5,1,No,,Flight was delayed but communication was good
SUR003838,PAX00032802,FL0001479,2022-01-26,Economy,Canada,Senator,Leisure,2,1,3,,1,3,2,1,9,10,No,0.0,Smooth connection at Frankfurt hub
SUR003839,PAX00009935,FL0011318,2024-05-15,Economy,Poland,None,Visiting Family,10,9,10,,8,7,10,6,9,9,Yes,3.0,Wifi was too slow for work
SUR003840,PAX00006029,FL0003870,2022-09-03,Economy,United States,HON Circle,Leisure,5,7,4,,4,3,7,1,4,8,Maybe,4.0,
SUR003841,PAX00019644,FL0008517,08/02/2024,Economy,Japan,None,Leisure,9,8,8,,9,6,7,3,6,5,Yes,2.0,Clean and comfortable cabin
SUR003842,PAX00003119,FL0006037,2023-05-31,Economy,Poland,None,Business,9,7,7,,8,10,10,2,7,3,Yes,2.0,Long queues at security in Frankfurt
SUR003843,PAX00036386,FL0003129,2022-11-01,Economy,Canada,Frequent Traveller,Business,6,8,8,,6,6,4,5,3,3,Maybe,8.0,Baggage took too long at arrival
SUR003844,PAX00039333,FL0001065,2022-01-29,Business,Brazil,None,Leisure,10,8,8,6.0,8,8,8,2,4,10,Yes,5.0,Clean and comfortable cabin
SUR003845,PAX00036920,FL0004690,2023-02-19,Economy,UAE,None,Visiting Family,2/10,1,4,,4,3,3,1,9,5,No,10.0,Flight was delayed but communication was good
SUR003846,PAX00006633,FL0005561,2023-02-12,Premium Economy,Spain,None,Other,5,7,4,,4,5,3,8,1,5,Maybe,9.0,
SUR003847,PAX00011615,FL0010911,2024-04-14,Economy,South Africa,None,Visiting Family,4,6,5,,2,4,6,6,9,5,No,10.0,
SUR003848,PAX00004380,FL0011240,2024-09-25,Economy,Germany,None,Other,2,4,2,,1,1,1,2,4,9,No,5.0,Cabin crew was very professional
SUR003849,PAX00038761,FL0007460,2023-07-14,Economy,France,None,Other,2,3,3,,2,1,1,8,5,7,No,5.0,Food quality has improved
SUR003850,PAX00013653,FL0002725,2022-09-15,Business,France,None,Leisure,3,3,3,3.0,4,2,3,6,4,7,No,4.0,
SUR003851,PAX00029332,FL0002859,2022-06-09,Economy,Spain,None,Leisure,6,7,5,,7,6,4,10,3,6,Maybe,7.0,Long queues at security in Frankfurt
SUR003852,PAX00033838,FL0004493,2022-10-30,Economy,United States,Frequent Traveller,Business,3,1,3,,5,3,4,10,7,3,No,3.0,Clean and comfortable cabin
SUR003853,PAX00037232,FL0010431,2024-05-20,Economy,Belgium,Senator,Business,10,8,9,,8,8,9,10,3,3,Yes,1.0,Wifi was too slow for work
SUR003854,PAX00007911,FL0000348,2022-01-12,Economy,Japan,None,Visiting Family,1,3,2,,2,1,2,7,2,8,No,5.0,
SUR003855,PAX00008291,FL0009150,2024-04-11,Economy,Netherlands,HON Circle,Business,8,9,9,,6,9,6,8,9,8,Yes,1.0,Food quality has improved
SUR003856,PAX00026787,FL0000796,28/01/2022,Economy,Germany,None,Other,3,2,3,,1,1,3,5,7,9,No,10.0,Baggage took too long at arrival
SUR003857,PAX00040239,FL0009290,2024-03-02,Economy,Portugal,None,Business,2,2,1,,4,2,2,10,9,2,No,2.0,
SUR003858,PAX00021160,FL0011727,2024-07-06,Economy,Thailand,None,Business,4,6,5,,2,4,2,6,8,7,No,5.0,Baggage took too long at arrival
SUR003859,PAX00016364,FL0011515,2024-08-14,Business,Austria,None,Other,5,4,3,1.0,3,6,4,8,2,1,Maybe,3.0,Cabin crew was very professional
SUR003860,PAX00031009,FL0003973,2022-11-25,Economy,United States,HON Circle,Business,8,8,10,,7,6,8,6,6,1,Yes,8.0,Long queues at security in Frankfurt
SUR003861,PAX00022870,FL0002350,2022-04-19,Economy,France,None,Visiting Family,9,10,10,,10,8,8,2,7,1,Yes,4.0,Excellent Lufthansa service as always
SUR003862,PAX00016575,FL0012072,2024-08-25,Premium Economy,Poland,None,Other,10,8,9,,10,10,10,6,7,6,Yes,4.0,Long queues at security in Frankfurt
SUR003863,PAX00011344,FL0002811,2022-06-12,Economy,UAE,HON Circle,Business,4,6,3,,2,2,4,3,9,10,No,8.0,
SUR003864,PAX00012656,FL0011359,2024-06-10,Economy,Germany,HON Circle,Other,4,2,2,,6,1,2,6,4,6,No,6.0,Cabin crew was very professional
SUR003865,PAX00017825,FL0010464,2024-04-10,Business,United States,Frequent Traveller,Leisure,9,9,9,8.0,9,10,10,1,6,8,Yes,1.0,Food quality has improved
SUR003866,PAX00024665,FL0002274,03/05/2022,Business,Poland,None,Visiting Family,3/10,4,1,9.0,2,2,2,7,9,6,No,2.0,Flight was delayed but communication was good
SUR003867,PAX00015366,FL0005909,2023-06-20,Economy,Poland,None,Other,4,3,3,,2,1,3,9,2,8,No,7.0,Clean and comfortable cabin
SUR003868,PAX00019989,FL0008900,2024-04-09,Business,United Kingdom,HON Circle,Leisure,10,9,9,2.0,10,7,10,1,3,2,Yes,6.0,
SUR003869,PAX00008109,FL0010725,2024-04-29,Economy,UAE,Senator,Business,3,4,4,,3,4,3,8,10,2,No,10.0,Cabin crew was very professional
SUR003870,PAX00032132,FL0003981,2023-02-09,Economy,United States,None,Visiting Family,9,10,10,,7,6,9,10,10,3,Yes,1.0,Food quality has improved
SUR003871,PAX00010940,FL0006245,2023-05-12,Economy,Italy,Frequent Traveller,Leisure,4,3,6,,5,3,5,1,5,5,No,6.0,Food quality has improved
SUR003872,PAX00029976,FL0009063,2024-01-06,Economy,Thailand,None,Business,10,8,10,,8,7,8,2,10,7,Yes,2.0,Food quality has improved
SUR003873,PAX00038316,FL0005182,2023-02-22,Economy,United Kingdom,HON Circle,Visiting Family,1,1,2,,3,2,3,2,5,6,No,2.0,Clean and comfortable cabin
SUR003874,PAX00042561,FL0007652,2023-07-23,Economy,United States,None,Visiting Family,1,2,2,,3,2,2,2,2,5,No,3.0,Clean and comfortable cabin
SUR003875,PAX00002736,FL0001593,2022-02-22,Economy,Singapore,None,Business,9,9,7,,9,6,8,1,8,8,Yes,,
SUR003876,PAX00013776,FL0009456,2024-02-27,Economy,Canada,None,Other,9,10,8,,10,6,9,9,9,3,Yes,5.0,
SUR003877,PAX00037746,FL0000641,2022-02-04,Economy,Thailand,Senator,Leisure,5,7,4,,7,6,5,8,9,8,Maybe,0.0,Clean and comfortable cabin
SUR003878,PAX00039556,FL0011363,2024-09-05,Economy,Japan,Senator,Leisure,4,4,5,,4,4,2,7,6,9,No,4.0,Smooth connection at Frankfurt hub
SUR003879,PAX00031533,FL0006082,2023-04-29,Economy,United States,Frequent Traveller,Visiting Family,5,5,7,,5,2,7,9,10,9,Maybe,9.0,Smooth connection at Frankfurt hub
SUR003880,PAX00035842,FL0006299,2023-05-12,Economy,Singapore,Senator,Visiting Family,4,3,4,,5,4,4,2,6,8,No,4.0,Cabin crew was very professional
SUR003881,PAX00005808,FL0008277,2024-01-13,Economy,United States,None,Leisure,5,3,3,,4,5,4,8,5,10,Maybe,3.0,Flight was delayed but communication was good
SUR003882,PAX00027333,FL0003017,2022-07-15,Business,Denmark,None,Other,9,9,7,9.0,10,9,10,8,3,4,Yes,1.0,
SUR003883,PAX00023462,FL0008149,2023-10-02,Economy,Switzerland,None,Business,6,7,5,,7,5,5,4,3,1,Maybe,3.0,
SUR003884,PAX00024614,FL0012056,2024-09-25,Economy,Spain,HON Circle,Other,10,10,9,,8,7,10,9,5,5,Yes,3.0,Flight was delayed but communication was good
SUR003885,PAX00025295,FL0006600,2023-07-20,Economy,Greece,HON Circle,Visiting Family,1/10,1,2,,3,1,2,3,2,9,No,2.0,Clean and comfortable cabin
SUR003886,PAX00032936,FL0005820,2023-04-21,Business,China,Senator,Business,8,6,10,2.0,6,5,8,8,7,1,Yes,4.0,
SUR003887,PAX00025725,FL0008497,2023-10-24,Economy,Thailand,HON Circle,Leisure,9,7,8,,7,10,9,2,5,5,Yes,3.0,Flight was delayed but communication was good
SUR003888,PAX00029730,FL0011620,2024-08-03,Economy,Singapore,None,Business,10,8,10,,8,7,8,1,3,2,Yes,9.0,
SUR003889,PAX00008316,FL0006958,2023-05-25,Economy,United States,None,Leisure,7,9,9,,6,8,7,10,10,4,Yes,5.0,Baggage took too long at arrival
SUR003890,PAX00037879,FL0002371,2022-04-24,Premium Economy,Greece,None,Business,4,2,2,,2,2,4,7,2,5,No,0.0,Excellent Lufthansa service as always
SUR003891,PAX00043660,FL0007447,2023-09-24,Economy,Spain,None,Leisure,2,3,1,,1,4,2,9,3,1,No,7.0,Baggage took too long at arrival
SUR003892,PAX00039570,FL0010771,2024-06-01,Economy,Netherlands,None,Other,7,9,5,,5,9,8,8,7,8,Yes,10.0,Flight was delayed but communication was good
SUR003893,PAX00002691,FL0011686,2024-06-23,Economy,Germany,None,Visiting Family,2,3,4,,3,4,1,3,2,6,No,5.0,Excellent Lufthansa service as always
SUR003894,PAX00016027,FL0011436,2024-08-07,Economy,South Africa,Senator,Other,7,7,5,,6,8,6,5,5,2,Yes,,Smooth connection at Frankfurt hub
SUR003895,PAX00041261,FL0003647,2022-10-27,Economy,Greece,None,Business,8,8,7,,7,9,6,7,10,9,Yes,6.0,Wifi was too slow for work
SUR003896,PAX00015990,FL0005266,2023-05-25,Economy,United States,None,Leisure,3/10,4,1,,3,3,5,1,4,10,No,3.0,Smooth connection at Frankfurt hub
SUR003897,PAX00004240,FL0010422,2024-03-23,Economy,United States,None,Other,1,2,2,,2,1,1,10,7,3,No,1.0,
SUR003898,PAX00027637,FL0010518,2024-06-29,Economy,Sweden,HON Circle,Business,4,4,5,,3,5,5,4,2,5,No,4.0,Long queues at security in Frankfurt
SUR003899,PAX00021488,FL0004579,2023-01-14,Economy,UAE,None,Other,1,1,1,,1,3,2,10,8,10,No,,Baggage took too long at arrival
SUR003900,PAX00008641,FL0010485,2024-08-05,Business,Portugal,Senator,Business,8,8,7,9.0,6,6,8,2,1,9,Yes,0.0,Flight was delayed but communication was good
SUR003901,PAX00028431,FL0008124,2023-12-27,Economy,United States,Frequent Traveller,Business,5,6,5,,6,3,3,7,5,9,Maybe,9.0,Wifi was too slow for work
SUR003902,PAX00018989,FL0004189,2022-11-22,Economy,Greece,None,Business,3,1,1,,3,3,3,4,10,2,No,5.0,Smooth connection at Frankfurt hub
SUR003903,PAX00022916,FL0009104,2024-05-06,Business,Denmark,None,Leisure,9,8,7,5.0,7,9,8,2,3,3,Yes,7.0,Baggage took too long at arrival
SUR003904,PAX00034153,FL0000568,2021-11-15,Economy,Sweden,HON Circle,Leisure,6,5,4,,5,3,5,1,8,10,Maybe,3.0,Long queues at security in Frankfurt
SUR003905,PAX00009757,FL0011138,2024-09-26,Premium Economy,India,None,Business,10,8,10,,8,10,8,9,4,10,Yes,3.0,Smooth connection at Frankfurt hub
SUR003906,PAX00024587,FL0009156,2024-03-08,Business,Portugal,Senator,Other,5,7,3,5.0,4,2,4,5,2,2,Maybe,2.0,Flight was delayed but communication was good
SUR003907,PAX00031103,FL0009116,2024-04-24,Premium Economy,South Africa,Frequent Traveller,Leisure,6,4,7,,6,4,5,5,10,7,Maybe,7.0,Food quality has improved
SUR003908,PAX00017169,FL0011957,2024-09-24,Premium Economy,Italy,None,Other,4,5,6,,3,6,5,7,9,7,No,0.0,Long queues at security in Frankfurt
SUR003909,PAX00039369,FL0011613,2024-07-30,Economy,China,Frequent Traveller,Leisure,7,6,8,,8,8,9,2,2,7,Yes,6.0,Flight was delayed but communication was good
SUR003910,PAX00024053,FL0009472,2024-03-30,Economy,Belgium,Frequent Traveller,Other,7,7,7,,8,9,9,10,7,7,Yes,8.0,Clean and comfortable cabin
SUR003911,PAX00005404,FL0011796,2024-10-27,Economy,Thailand,Frequent Traveller,Business,9,7,10,,10,6,9,5,7,10,Yes,10.0,Smooth connection at Frankfurt hub
SUR003912,PAX00021781,FL0002064,2022-03-10,Economy,Germany,None,Visiting Family,6,8,7,,7,5,5,7,1,9,Maybe,8.0,Cabin crew was very professional
SUR003913,PAX00014582,FL0005486,2023-01-22,Premium Economy,United States,None,Visiting Family,6,5,8,,7,4,5,5,8,6,Maybe,7.0,Smooth connection at Frankfurt hub
SUR003914,PAX00018962,FL0002348,2022-06-02,Business,Germany,None,Business,6,8,4,7.0,4,8,8,3,6,9,Maybe,6.0,Smooth connection at Frankfurt hub
SUR003915,PAX00029755,FL0000740,2021-11-30,Economy,Belgium,HON Circle,Visiting Family,1,2,3,,3,3,1,8,6,6,No,5.0,
SUR003916,PAX00039002,FL0007821,2023-09-16,Economy,Belgium,None,Business,10,9,8,,10,8,8,2,8,1,Yes,3.0,Excellent Lufthansa service as always
SUR003917,PAX00002461,FL0005254,2023-01-17,Economy,United Kingdom,None,Other,9,8,10,,8,10,7,9,1,4,Yes,3.0,
SUR003918,PAX00039054,FL0004998,2023-04-19,Economy,Switzerland,Frequent Traveller,Other,1,1,3,,2,1,3,7,7,2,No,7.0,
SUR003919,PAX00003413,FL0010839,2024-08-10,Economy,Brazil,Senator,Leisure,3,3,4,,3,3,4,1,10,1,No,5.0,
SUR003920,PAX00041040,FL0005263,2023-04-10,Premium Economy,Austria,Frequent Traveller,Business,3,1,1,,1,3,3,6,7,5,No,1.0,Long queues at security in Frankfurt
SUR003921,PAX00036190,FL0009157,2024-04-26,Premium Economy,Poland,None,Other,4,5,6,,5,5,6,4,1,10,No,8.0,Clean and comfortable cabin
SUR003922,PAX00017321,FL0001146,2022-03-11,Economy,Italy,HON Circle,Other,10,10,9,,8,8,8,2,2,4,Yes,10.0,Smooth connection at Frankfurt hub
SUR003923,PAX00013398,FL0008249,2024-02-09,Economy,China,Frequent Traveller,Business,5,3,7,,5,5,5,10,6,1,Maybe,10.0,Clean and comfortable cabin
SUR003924,PAX00009952,FL0004175,29/10/2022,Economy,Italy,HON Circle,Other,5,6,7,,6,3,5,10,3,5,Maybe,2.0,Wifi was too slow for work
SUR003925,PAX00009300,FL0010483,2024-07-19,Economy,United Kingdom,None,Leisure,8,9,10,,10,9,9,1,9,5,Yes,4.0,Cabin crew was very professional
SUR003926,PAX00025966,FL0008170,2024-03-02,Premium Economy,Netherlands,None,Other,5,3,6,,5,4,5,5,9,6,Maybe,4.0,Smooth connection at Frankfurt hub
SUR003927,PAX00038466,FL0010894,2024-05-31,Economy,Netherlands,Senator,Visiting Family,1,3,3,,1,3,3,6,10,4,No,1.0,Smooth connection at Frankfurt hub
SUR003928,PAX00020063,FL0011525,2024-05-26,Business,Thailand,Senator,Visiting Family,2,1,2,6.0,2,2,1,10,4,8,No,7.0,
SUR003929,PAX00010046,FL0000882,03/04/2022,Business,United States,None,Leisure,10,10,10,3.0,10,9,8,9,5,9,Yes,0.0,Wifi was too slow for work
SUR003930,PAX00037842,FL0010524,2024-03-06,Economy,Portugal,Frequent Traveller,Leisure,9,7,7,,10,8,10,6,9,1,Yes,5.0,Clean and comfortable cabin
SUR003931,PAX00009594,FL0002354,2022-08-19,Economy,Spain,None,Other,9,10,10,,9,7,10,10,7,3,Yes,9.0,Cabin crew was very professional
SUR003932,PAX00010679,FL0008750,2024-02-07,Economy,Thailand,Senator,Leisure,6,4,7,,5,6,5,9,8,7,Maybe,3.0,Long queues at security in Frankfurt
SUR003933,PAX00023744,FL0003355,2022-09-30,Economy,Portugal,None,Visiting Family,6,8,7,,5,8,5,10,1,8,Maybe,2.0,
SUR003934,PAX00040524,FL0010026,2024-03-28,Economy,Germany,HON Circle,Business,3,2,2,,3,4,3,10,4,4,No,2.0,Food quality has improved
SUR003935,PAX00001655,FL0005756,2023-04-26,Economy,Denmark,Frequent Traveller,Business,5,4,5,,5,5,5,10,4,1,Maybe,4.0,Cabin crew was very professional
SUR003936,PAX00015136,FL0007023,2023-10-24,Economy,Japan,None,Business,1,3,2,,1,2,2,8,9,5,No,,
SUR003937,PAX00015260,FL0011354,2024-06-27,Economy,Germany,HON Circle,Other,8,9,10,,8,6,9,9,7,3,Yes,1.0,
SUR003938,PAX00036244,FL0001412,2022-01-27,Economy,Netherlands,None,Business,2,2,2,,4,2,2,9,9,3,No,9.0,
SUR003939,PAX00001968,FL0008407,2023-10-24,Economy,Austria,None,Leisure,2/10,3,2,,1,4,3,6,4,2,No,6.0,Cabin crew was very professional
SUR003940,PAX00026435,FL0008321,2024-03-05,Economy,United States,None,Visiting Family,5,7,7,,5,6,6,7,10,7,Maybe,10.0,Clean and comfortable cabin
SUR003941,PAX00035930,FL0011262,2024-09-07,Business,Spain,None,Business,1,1,1,7.0,3,3,3,10,6,6,No,,
SUR003942,PAX00010843,FL0012090,2024-10-31,Business,Portugal,None,Leisure,6,6,8,8.0,4,8,6,10,6,9,Maybe,0.0,Flight was delayed but communication was good
SUR003943,PAX00002287,FL0005257,2023-02-22,Economy,Germany,None,Leisure,8/10,9,10,,6,6,10,7,2,8,Yes,7.0,Wifi was too slow for work
SUR003944,PAX00021312,FL0003899,2022-09-20,Economy,United Kingdom,None,Leisure,3,5,2,,1,3,1,6,2,8,No,10.0,Smooth connection at Frankfurt hub
SUR003945,PAX00036712,FL0005841,2023-05-08,Economy,Germany,HON Circle,Leisure,5,3,4,,4,6,7,10,2,10,Maybe,9.0,Food quality has improved
SUR003946,PAX00022637,FL0005683,2023-05-23,Premium Economy,Germany,None,Other,2,2,1,,3,4,1,8,10,8,No,9.0,Business class seat was outstanding
SUR003947,PAX00024226,FL0002861,2022-05-09,Premium Economy,United Kingdom,HON Circle,Business,3,2,1,,4,3,2,1,10,8,No,4.0,Excellent Lufthansa service as always
SUR003948,PAX00019660,FL0012037,05/07/2024,Economy,United States,None,Other,10,9,10,,9,9,9,4,3,4,Yes,7.0,Food quality has improved
SUR003949,PAX00021682,FL0012124,2024-07-26,Premium Economy,Brazil,HON Circle,Other,10,10,9,,10,10,10,5,1,10,Yes,2.0,Clean and comfortable cabin
SUR003950,PAX00019375,FL0002102,2022-04-12,Economy,United States,None,Business,2,3,2,,3,4,2,10,5,10,No,0.0,Cabin crew was very professional
SUR003951,PAX00030428,FL0011219,2024-06-25,Premium Economy,South Africa,Senator,Business,3,3,5,,1,5,2,10,1,9,No,3.0,
SUR003952,PAX00009161,FL0011144,2024-08-20,Premium Economy,Greece,None,Business,7,5,5,,8,7,9,7,9,6,Yes,8.0,Long queues at security in Frankfurt
SUR003953,PAX00020665,FL0000712,2021-11-20,Economy,Italy,HON Circle,Visiting Family,5,5,3,,4,7,6,5,9,2,Maybe,6.0,Business class seat was outstanding
SUR003954,PAX00009890,FL0010123,2024-02-28,Economy,South Africa,None,Leisure,4,6,3,,3,6,6,4,4,6,No,10.0,
SUR003955,PAX00015821,FL0008436,2024-01-01,Economy,Singapore,None,Other,8,8,6,,6,10,7,10,6,4,Yes,4.0,Business class seat was outstanding
